frame,molecule,x_nm,y_nm,z_nm,photons,background
845,1,26730.0954853635,-1586.04384131034,-1294.2,12565,53.223
846,1,26718.9417721296,-1572.74894514349,-1291.2,15441,53.183
847,1,26716.0663763281,-1585.13215928921,-1289.4,20460,53.255
848,1,26707.0224131954,-1582.11863377295,-1294.4,21390,53.253
849,1,26712.0396956925,-1583.10626473577,-1281.9,20959,53.215
850,1,26703.9863344215,-1579.05447562889,-1299,15038,53.194
851,1,26716.9177196137,-1570.70617304745,-1300.3,13923,53.226
853,1,26719.9966471802,-1577.88963046878,-1281.8,20525,53.249
854,1,26718.1011410422,-1588.20475620457,-1297.6,18892,53.32
855,1,26714.9472280885,-1573.81252504801,-1296.9,16690,53.168
856,1,26717.9725946643,-1575.84685837274,-1304.7,11812,53.193
857,1,26713.8709286416,-1566.61219008407,-1277.8,15508,53.247
858,1,26728.9013517369,-1567.5154333339,-1288.1,17779,53.25
859,1,26719.0167575167,-1579.95771887872,-1290.3,17655,53.255
860,1,26724.9282320921,-1570.63866287706,-1287.2,17756,53.26
861,1,26717.886897079,-1567.60825981819,-1286.4,14295,53.286
862,1,26722.9898771615,-1576.83448933557,-1279.9,16790,53.263
863,1,26704.9876484813,-1579.04603685759,-1282.3,14798,53.238
864,1,26713.9887628214,-1577.94026309658,-1270.5,16978,53.674
865,1,26725.0032174792,-1577.84743661229,-1270.9,13083,53.243
866,1,26725.0032174792,-1577.84743661229,-1287.7,11486,53.253
868,1,26713.0088731579,-1580.00835150652,-1283.3,13391,53.17
869,1,26714.9686524849,-1575.87217468664,-1282.3,13999,53.318
870,1,26727.9857352623,-1575.76247065975,-1277.8,15444,53.204
871,1,26736.0605209297,-1581.87390940527,-1274.5,14612,53.219
872,1,26720.0073593784,-1578.9194552881,-1279.7,14667,53.272
873,1,26712.9231755726,-1571.76975295197,-1287.6,14645,53.199
874,1,26717.0034171989,-1578.944771602,-1266.1,15562,53.246
875,1,26715.9485421484,-1573.80408627671,-1283.2,13321,53.252
877,1,26711.9539981073,-1574.86766618122,-1273.8,15915,53.184
878,1,26719.985934982,-1576.85980564947,-1259.6,15363,53.21
879,1,26710.9526840475,-1574.87610495252,-1285.3,17649,53.208
880,1,26712.9553121671,-1574.85922740992,-1277.5,12797,53.261
881,1,26715.0757744664,-1586.17042287983,-1274.3,17661,53.323
882,1,26706.0210991355,-1582.12707254425,-1264.4,17347,53.73
883,1,26703.9756222233,-1578.02465080957,-1281.2,16371,53.284
884,1,26712.9553121671,-1574.85922740992,-1268.9,17043,53.31
885,1,26715.9699665447,-1575.86373591534,-1273.8,15338,53.25
886,1,26708.9929047205,-1579.0122817724,-1274,18807,53.374
887,1,26717.0034171989,-1578.944771602,-1275.2,16547,53.345
888,1,26717.0034171989,-1578.944771602,-1261.4,17885,53.267
889,1,26715.9378299502,-1572.77426145739,-1275.5,17871,53.286
890,1,26709.8978089969,-1569.73541962723,-1247.4,21469,53.703
891,1,26710.9741084438,-1576.93575459116,-1279.5,17029,53.278
892,1,26716.0235275354,-1581.01286001194,-1276.9,16388,53.262
893,1,26696.923575012,-1573.96442293139,-1277.1,14061,53.294
894,1,26724.8211101106,-1560.34041468387,-1282.3,18135,53.214
895,1,26718.0261556551,-1580.99598246934,-1269,18342,53.28
896,1,26712.0182712962,-1581.04661509713,-1282.8,17205,53.282
897,1,26707.9273174717,-1572.84177162778,-1276.8,15736,53.311
898,1,26716.8427342266,-1563.49739931222,-1280.4,18304,53.72
899,1,26715.9699665447,-1575.86373591534,-1283.2,12888,53.249
900,1,26717.078402586,-1586.15354533723,-1281.9,13192,53.334
901,1,26723.9483424286,-1572.70675128699,-1277.8,14591,53.296
902,1,26716.9927050008,-1577.91494678268,-1282.2,16313,53.266
903,1,26717.0034171989,-1578.944771602,-1282.9,20721,53.299
904,1,26701.9087209148,-1571.86257943626,-1294.1,12586,53.27
905,1,26706.1067967208,-1590.3656710988,-1292.1,14736,53.319
906,1,26711.932573711,-1572.80801654258,-1282.4,12809,53.254
907,1,26710.9633962456,-1575.90592977184,-1279.2,15986,53.345
908,1,26708.8429339463,-1564.59473430193,-1297.4,13461,53.272
909,1,26702.942171569,-1574.94361512292,-1286.9,18340,53.37
910,1,26719.985934982,-1576.85980564947,-1301.6,16588,53.336
911,1,26724.0019034194,-1577.85587538359,-1275.1,14957,53.446
912,1,26715.0757744664,-1586.17042287983,-1289.2,16201,53.347
913,1,26720.0180715765,-1579.94928010742,-1292.2,13922,53.393
914,1,26713.9994750195,-1578.9700879159,-1281.8,18602,53.369
915,1,26717.9725946643,-1575.84685837274,-1285,18646,53.329
916,1,26704.0077588178,-1581.11412526753,-1290.1,17562,53.42
917,1,26704.0184710159,-1582.14395008685,-1291.9,13205,53.34
918,1,26708.0558638496,-1585.19966945961,-1293.8,12519,53.303
919,1,26718.0047312588,-1578.9363328307,-1283.8,18442,53.405
920,1,26718.9846209222,-1576.86824442077,-1293.6,19252,53.405
921,1,26710.0049309785,-1580.03366782041,-1285.1,19863,53.474
922,1,26700.9931044402,-1580.10961676211,-1284.7,14796,53.423
923,1,26700.8324214679,-1564.66224447233,-1287,16290,53.415
924,1,26718.9739087241,-1575.83841960145,-1292.2,15908,53.385
925,1,26710.9741084438,-1576.93575459116,-1272.4,14783,53.385
926,1,26717.0034171989,-1578.944771602,-1275.8,15476,53.417
927,1,26718.1547020329,-1593.35388030116,-1289.8,15532,53.493
928,1,26707.0438375917,-1584.17828341159,-1262.5,17205,53.511
929,1,26699.0333251132,-1584.24579358199,-1275.4,20649,53.49
930,1,26708.9821925223,-1577.98245695308,-1286.7,18183,53.481
931,1,26698.0212988553,-1583.22440753396,-1290.6,16971,53.572
932,1,26702.9957325598,-1580.09273921951,-1293.2,11656,53.46
933,1,26714.9043792959,-1569.69322577073,-1270.3,19049,53.962
934,1,26720.1466179544,-1592.30717793925,-1270.7,16688,53.53
935,1,26712.8910389782,-1568.68027849401,-1279.3,13510,53.45
936,1,26703.9649100251,-1576.99482599026,-1282.2,15986,53.582
937,1,26711.9111493147,-1570.74836690395,-1276,11932,53.507
939,1,26704.9555118868,-1575.95656239964,-1289.5,15353,53.481
940,1,26709.9835065821,-1577.97401818178,-1261.4,16943,53.536
941,1,26707.065261988,-1586.23793305023,-1281.7,13389,53.546
942,1,26701.1002264218,-1590.4078649553,-1274.1,17968,53.585
943,1,26701.9408575092,-1574.95205389422,-1273.4,16254,53.52
944,1,26705.9461137485,-1574.91829880902,-1278.4,17401,53.571
945,1,26704.9126630942,-1571.83726312236,-1285.1,15373,53.588
946,1,26715.0115012775,-1579.99147396392,-1282.3,19456,53.635
947,1,26708.9929047205,-1579.0122817724,-1282.1,18536,53.567
948,1,26719.9109495949,-1569.65103191423,-1284.8,18008,53.523
949,1,26726.0902291243,-1586.07759639554,-1289.7,20825,53.526
950,1,26694.8995224961,-1571.92165083535,-1259.9,16597,53.572
951,1,26717.9618824661,-1574.81703355343,-1270.6,21327,53.53
952,1,26714.9043792959,-1569.69322577073,-1270.6,11859,53.534
953,1,26722.9791649633,-1575.80466451625,-1275.1,16999,53.494
954,1,26702.9957325598,-1580.09273921951,-1280.1,13357,53.507
955,1,26710.8669864622,-1566.63750639797,-1293.1,16307,53.547
956,1,26710.0049309785,-1580.03366782041,-1291.4,16160,53.567
957,1,26717.9190336735,-1570.69773427615,-1275.4,19627,53.524
958,1,26707.873756481,-1567.69264753119,-1293.5,16898,53.539
959,1,26702.0586916889,-1586.28012690673,-1278.2,14455,53.514
960,1,26709.0143291168,-1581.07193141103,-1281.5,16534,53.52
961,1,26715.9056933557,-1569.68478699943,-1285.8,17691,53.575
962,1,26713.8387920472,-1563.52271562611,-1277.5,19417,53.682
963,1,26711.0705182272,-1586.20417796503,-1276.1,15107,53.659
964,1,26721.9350021109,-1571.69380401027,-1273,16330,53.598
965,1,26714.9472280885,-1573.81252504801,-1274.5,15967,54.073
966,1,26712.9981609597,-1578.9785266872,-1273.3,18319,53.622
967,1,26713.0517219505,-1584.1276507838,-1292.1,16716,53.589
968,1,26704.9340874905,-1573.896912761,-1282.1,18105,53.654
969,1,26719.9645105857,-1574.80015601083,-1278.3,15822,53.547
970,1,26726.9629968062,-1573.71125979241,-1293.3,14162,53.559
971,1,26719.9537983876,-1573.77033119151,-1278.5,16718,53.543
972,1,26723.8840692397,-1566.52780237108,-1288.2,17344,53.682
973,1,26717.9725946643,-1575.84685837274,-1295.8,13232,53.573
974,1,26719.9323739913,-1571.71068155287,-1297.6,16492,53.571
975,1,26719.0274697149,-1580.98754369804,-1300.1,17999,53.573
976,1,26718.9203477333,-1570.68929550485,-1289.8,15385,53.564
977,1,26725.8974095575,-1567.5407496478,-1291.3,19735,53.559
978,1,26701.046665431,-1585.2587408587,-1298.5,17073,53.543
979,1,26716.0449519318,-1583.07250965058,-1301.2,18171,53.514
980,1,26717.0355537934,-1582.03424605995,-1306.8,17894,53.558
981,1,26716.8962952174,-1568.64652340881,-1304.3,16003,53.555
982,1,26718.0261556551,-1580.99598246934,-1300.4,16005,53.56
983,1,26719.9645105857,-1574.80015601083,-1296.2,15449,53.566
984,1,26715.9806787428,-1576.89356073466,-1293,25489,53.546
985,1,26725.0032174792,-1577.84743661229,-1304.8,15542,53.534
986,1,26735.0056458791,-1576.73322407998,-1296.3,20730,53.568
987,1,26716.93914401,-1572.76582268609,-1303.2,12486,53.532
988,1,26709.0036169186,-1580.04210659171,-1300.6,15462,53.542
991,1,26720.9872490418,-1576.85136687817,-1305.9,12966,53.531
993,1,26712.9981609597,-1578.9785266872,-1300.5,15357,53.514
994,1,26736.0069599389,-1576.72478530868,-1310,15701,53.534
995,1,26716.8213098303,-1561.43774967358,-1311.4,19734,53.565
996,1,26708.9821925223,-1577.98245695308,-1303.5,19104,53.543
997,1,26714.0637482085,-1585.14903683181,-1300.9,15824,53.566
998,1,26720.99796124,-1577.88119169748,-1308.9,11846,53.586
999,1,26714.8722427015,-1566.60375131277,-1307.8,16136,53.585
1002,1,26715.9485421484,-1573.80408627671,-1308.8,20417,53.509
1003,1,26732.9601689669,-1572.6308023453,-1309.6,20520,53.541
1004,1,26724.044752212,-1581.97517466086,-1311,12518,53.484
1005,1,26713.9780506232,-1576.91043827726,-1308.3,16001,53.485
1006,1,26719.9966471802,-1577.88963046878,-1306.9,18830,53.482
1007,1,26728.9549127277,-1572.6645574305,-1306.1,15049,53.393
1008,1,26709.025041315,-1582.10175623035,-1309.6,17348,53.423
1009,1,26732.0445524923,-1580.87783967115,-1307.1,20501,53.537
1011,1,26725.9831071427,-1575.77934820235,-1309.4,15388,53.573
1012,1,26717.951170268,-1573.78720873411,-1311.6,17091,53.457
1015,1,26720.0073593784,-1578.9194552881,-1311.6,13356,53.443
1016,1,26716.9819928026,-1576.88512196336,-1308,15673,53.509
1017,1,26715.9378299502,-1572.77426145739,-1309.1,17345,53.498
1018,1,26720.1680423507,-1594.36682757789,-1309.5,17413,53.536
1020,1,26719.0488941112,-1583.04719333668,-1311.3,16120,53.434
1021,1,26719.0917429038,-1587.16649261395,-1308.6,17477,53.413
1022,1,26718.9631965259,-1574.80859478213,-1307.9,15543,53.424
1023,1,26716.0021031391,-1578.9532103733,-1310.1,16155,53.391
1024,1,26716.0128153373,-1579.98303519262,-1309.4,14941,53.455
1025,1,26724.8318223087,-1561.37023950318,-1304.1,17232,53.435
1026,1,26727.9750230642,-1574.73264584043,-1309.9,13931,53.568
1027,1,26716.0235275354,-1581.01286001194,-1310.4,18093,53.466
1028,1,26710.0477797711,-1584.15296709769,-1301.9,15101,53.498
1029,1,26725.0460662719,-1581.96673588956,-1309.2,17603,53.361
1030,1,26720.8908392584,-1567.5829435043,-1311.5,16121,53.438
1031,1,26724.0126156176,-1578.88570020291,-1309.1,12087,53.432
1032,2,26709.9406577895,-1573.8547189045,-1308,18662,53.429
1033,1,26723.0220137559,-1579.92396379352,-1308.1,17375,53.474
1034,1,26727.9428864697,-1571.64317138247,-1298.3,13550,53.43
1035,1,26731.9802793034,-1574.69889075524,-1308.2,12369,53.4
1036,1,26721.9885631017,-1576.84292810687,-1309.5,16226,53.416
1037,1,26719.9430861894,-1572.74050637219,-1309.4,20888,53.531
1038,1,26718.0475800514,-1583.05563210798,-1307.6,16995,53.39
1039,1,26735.9855355426,-1574.66513567004,-1308.2,15125,53.388
1040,1,26728.9870493221,-1575.75403188845,-1307,13369,53.38
1041,1,26725.9509705483,-1572.68987374439,-1308.2,18630,53.359
1042,1,26709.972794384,-1576.94419336246,-1309.5,16303,53.374
1043,1,26726.0259559354,-1579.89864747962,-1306.9,12593,53.345
1044,1,26705.9461137485,-1574.91829880902,-1309.5,11625,53.38
1045,1,26716.9819928026,-1576.88512196336,-1306.7,16229,53.327
1046,1,26719.9323739913,-1571.71068155287,-1310.4,13118,53.354
1047,1,26728.1357060365,-1590.18001813022,-1308,14382,53.419
1048,1,26735.9533989482,-1571.57566121208,-1310.4,17488,53.44
1049,1,26731.0003896399,-1576.76697916517,-1308.7,18193,53.346
1050,1,26715.0115012775,-1579.99147396392,-1306.6,13982,53.329
1051,1,26727.0701187878,-1584.0095079856,-1311.6,17167,53.393
1052,1,26719.9752227839,-1575.82998083015,-1311,14306,53.377
1054,1,26711.9754225036,-1576.92731581986,-1307.2,15936,53.381
1056,1,26733.9186342341,-1568.50306429672,-1308.2,16904,53.407
1057,1,26728.9977615203,-1576.78385670777,-1310.5,14705,53.365
1058,1,26724.9925052811,-1576.81761179297,-1308.6,17647,53.351
1059,1,26731.9695671052,-1573.66906593592,-1310.9,16539,53.348
1060,1,26716.0128153373,-1579.98303519262,-1310.5,16431,53.358
1061,1,26727.9000376771,-1567.5238721052,-1310.3,14528,53.312
1062,1,26712.0289834944,-1582.07643991645,-1311,17186,53.344
1063,1,26713.9030652361,-1569.70166454203,-1310.5,20301,53.4
1064,1,26716.9070074155,-1569.67634822813,-1308.4,18014,53.403
1065,1,26714.979364683,-1576.90199950596,-1309.4,15595,53.354
1066,1,26711.9218615128,-1571.77819172326,-1306.9,14016,53.328
1067,1,26706.9581400064,-1575.93968485704,-1306.8,14821,53.459
1068,1,26713.9887628214,-1577.94026309658,-1308.8,18530,53.434
1069,1,26723.096999143,-1587.13273752875,-1307.2,17754,53.406
1070,1,26719.9537983876,-1573.77033119151,-1307.5,18016,53.441
1071,1,26723.0005893596,-1577.86431415488,-1307,19524,53.375
1072,1,26722.9041795762,-1568.59589078102,-1308.1,17215,53.39
1073,1,26724.0019034194,-1577.85587538359,-1305.5,17453,53.344
1074,1,26717.0355537934,-1582.03424605995,-1310.5,16013,53.263
1075,1,26726.9844212025,-1575.77090943105,-1307.7,14906,53.381
1076,1,26708.0344394533,-1583.14001982097,-1303.3,15306,53.373
1077,1,26711.868300522,-1566.62906762667,-1309.1,15745,53.333
1078,1,26720.9658246455,-1574.79171723953,-1308,12731,53.328
1079,1,26713.9994750195,-1578.9700879159,-1297.8,15658,53.353
1080,1,26710.0584919692,-1585.18279191701,-1306.8,13256,53.378
1081,1,26721.9992752998,-1577.87275292618,-1306.7,17235,53.372
1082,1,26714.8615305033,-1565.57392649345,-1299.7,17372,53.391
1084,1,26714.979364683,-1576.90199950596,-1309.8,13642,53.405
1085,1,26723.9483424286,-1572.70675128699,-1305,13596,53.316
1086,1,26718.9310599315,-1571.71912032417,-1310.9,19143,53.406
1087,1,26709.0571779094,-1585.19123068831,-1305.9,19829,53.384
1088,1,26720.9551124474,-1573.76189242021,-1301.3,21998,53.364
1089,1,26717.9190336735,-1570.69773427615,-1306.9,13976,53.363
1090,1,26725.9402583501,-1571.66004892507,-1309.8,13771,53.337
1091,1,26723.8733570415,-1565.49797755176,-1304.2,20045,53.447
1092,1,26718.9631965259,-1574.80859478213,-1307.6,19704,53.44
1093,1,26718.9096355351,-1569.65947068553,-1310.2,18700,53.444
1094,1,26713.9994750195,-1578.9700879159,-1306.3,16098,53.386
1096,1,26723.9483424286,-1572.70675128699,-1311.2,14655,53.321
1098,1,26729.9669389856,-1573.68594347852,-1310,17366,53.409
1099,1,26724.9389442903,-1571.66848769637,-1308.9,14550,53.372
1100,1,26718.8882111388,-1567.59982104689,-1305.7,13129,53.467
1101,1,26711.9432859091,-1573.8378413619,-1305.5,13603,53.423
1102,1,26715.8735567613,-1566.59531254147,-1308.2,15970,53.481
1103,1,26721.9564265072,-1573.75345364891,-1306.9,14364,53.485
1104,1,26721.9885631017,-1576.84292810687,-1308.1,17489,53.475
1105,1,26709.9192333932,-1571.79506926586,-1299,16655,53.477
1106,1,26716.9498562082,-1573.79564750541,-1297.2,20168,53.492
1107,1,26721.0300978345,-1580.97066615544,-1304.5,17252,53.566
1108,1,26708.8643583426,-1566.65438394057,-1310.6,16528,53.487
1109,1,26717.8654726827,-1565.54861017956,-1305.1,13733,53.467
1110,1,26714.0101872177,-1579.99991273522,-1305.6,13003,53.526
1113,1,26711.9968468999,-1578.9869654585,-1300.2,17542,53.512
1114,1,26724.0233278157,-1579.91552502222,-1307,11919,53.524
1115,1,26722.9898771615,-1576.83448933557,-1301.7,15716,53.523
1116,1,26711.9218615128,-1571.77819172326,-1307.4,17175,53.516
1117,1,26720.0073593784,-1578.9194552881,-1309.3,15219,53.561
1118,1,26707.9273174717,-1572.84177162778,-1309.6,12129,53.481
1119,1,26721.0086734382,-1578.9110165168,-1305.6,12555,53.447
1120,1,26713.9780506232,-1576.91043827726,-1306.9,14135,53.545
1121,1,26721.0836588253,-1586.11979025204,-1302.2,17431,53.525
1122,1,26726.9415724099,-1571.65161015377,-1309,13170,53.51
1123,1,26729.9026657967,-1567.5069945626,-1310.4,16685,53.569
1124,1,26703.9863344215,-1579.05447562889,-1308.5,16198,53.532
1125,1,26718.8560745444,-1564.51034658894,-1309,16722,53.541
1127,1,26718.9310599315,-1571.71912032417,-1306.9,15175,53.573
1129,1,26706.9152912138,-1571.82038557976,-1306.3,14880,53.477
1130,1,26718.0797166458,-1586.14510656594,-1304,17501,53.49
1131,1,26723.0113015578,-1578.8941389742,-1308.1,17236,53.48
1132,1,26711.0812304254,-1587.23400278435,-1303.5,15908,53.524
1133,1,26705.9675381448,-1576.97794844766,-1308.4,16434,53.538
1134,1,26721.9242899127,-1570.66397919095,-1307.6,19713,53.567
1135,1,26717.9190336735,-1570.69773427615,-1308.9,15229,53.497
1136,1,26716.0021031391,-1578.9532103733,-1304.9,12393,53.53
1137,1,26712.0182712962,-1581.04661509713,-1308.8,17481,53.53
1138,1,26725.9616827464,-1573.71969856371,-1305.1,21386,53.543
1139,1,26724.9068076958,-1568.57901323842,-1303.5,17551,53.501
1140,1,26708.8857827389,-1568.71403357921,-1308.1,17194,53.49
1141,1,26717.8976092772,-1568.63808463751,-1310.9,20800,53.538
1142,1,26706.8938668175,-1569.76073594112,-1309.3,19641,53.552
1143,1,26712.0075590981,-1580.01679027781,-1306,19545,53.52
1144,1,26718.9739087241,-1575.83841960145,-1298.7,18852,53.623
1145,1,26712.9231755726,-1571.76975295197,-1303.9,17761,53.481
1146,1,26732.9815933632,-1574.69045198394,-1308.6,19142,53.558
1147,1,26719.9216617931,-1570.68085673355,-1306.7,17702,53.487
1148,1,26720.0716325673,-1585.09840420402,-1302.7,23857,53.617
1149,1,26712.9231755726,-1571.76975295197,-1309.7,20181,53.539
1150,1,26725.9295461519,-1570.63022410576,-1305.9,18811,53.549
1151,1,26706.9581400064,-1575.93968485704,-1306.8,21004,53.494
1152,1,26713.9459140287,-1573.82096381931,-1303.6,16618,53.517
1153,1,26710.8884108585,-1568.69715603661,-1301.9,18771,53.521
1154,1,26716.9927050008,-1577.91494678268,-1304,20288,53.529
1155,1,26706.0425235319,-1584.18672218289,-1301.5,15810,53.523
1156,1,26716.9712806045,-1575.85529714404,-1299.1,16726,53.479
1157,1,26726.9522846081,-1572.68143497309,-1304,22367,53.535
1158,1,26712.0075590981,-1580.01679027781,-1307.3,20206,53.542
1159,1,26718.9953331204,-1577.89806924008,-1300.2,18092,53.414
1160,1,26726.9415724099,-1571.65161015377,-1307.4,16914,53.468
1161,1,26710.9526840475,-1574.87610495252,-1297.1,14377,53.44
1162,1,26707.0331253935,-1583.14845859227,-1308.7,14000,53.416
1163,1,26717.1212513787,-1590.27284461451,-1304.1,15588,53.444
1164,1,26716.9927050008,-1577.91494678268,-1306.3,15770,53.519
1165,1,26708.9393437297,-1573.8631576758,-1303.5,17249,53.548
1166,1,26719.038181913,-1582.01736851736,-1299.4,16065,53.521
1167,1,26715.9806787428,-1576.89356073466,-1304.2,19323,53.444
1168,1,26726.9308602117,-1570.62178533446,-1304.1,17218,53.454
1169,1,26718.9524843278,-1573.77876996281,-1303.2,19739,53.486
1170,1,26712.0825444852,-1587.22556401305,-1304.3,17640,53.4
1171,1,26710.0263553748,-1582.09331745905,-1302.6,16368,53.451
1172,1,26720.9336880511,-1571.70224278157,-1305.8,16380,53.492
1173,1,26713.8495042453,-1564.55254044544,-1309.7,19624,53.488
1174,1,26710.8562742641,-1565.60768157865,-1306.9,15326,53.547
1175,1,26715.9806787428,-1576.89356073466,-1301.1,19021,53.47
1176,1,26720.99796124,-1577.88119169748,-1302.9,16967,53.448
1177,1,26711.8790127202,-1567.65889244599,-1300.4,17699,53.472
1178,1,26723.0113015578,-1578.8941389742,-1299.5,15248,53.453
1180,1,26718.8882111388,-1567.59982104689,-1302.4,15287,53.47
1181,1,26719.9537983876,-1573.77033119151,-1300.9,15056,53.42
1182,1,26708.0237272552,-1582.11019500165,-1300.3,14185,53.477
1183,1,26719.0274697149,-1580.98754369804,-1297.6,14790,53.479
1184,1,26709.0464657113,-1584.16140586899,-1297.8,17132,53.477
1185,1,26706.9795644027,-1577.99933449568,-1293.8,17770,53.535
1186,1,26718.9417721296,-1572.74894514349,-1304.7,19176,53.481
1187,1,26728.0607206494,-1582.97124439498,-1297.9,13418,53.427
1188,1,26710.0263553748,-1582.09331745905,-1298,13777,53.425
1189,1,26720.9872490418,-1576.85136687817,-1308.2,16805,53.454
1190,1,26718.9096355351,-1569.65947068553,-1289.5,12637,53.427
1191,1,26705.9782503429,-1578.00777326697,-1296.7,16433,53.405
1192,1,26716.9927050008,-1577.91494678268,-1297.1,15460,53.423
1193,1,26707.9058930754,-1570.78212198914,-1292.3,14385,53.457
1194,1,26717.9833068624,-1576.87668319206,-1302,13085,53.451
1195,1,26718.9524843278,-1573.77876996281,-1289.5,17255,53.411
1196,1,26710.0370675729,-1583.12314227837,-1297.5,13036,53.438
1197,1,26703.0171569561,-1582.15238885815,-1297,17086,53.41
1198,1,26709.9513699877,-1574.88454372382,-1303.8,16846,53.378
1199,1,26710.0049309785,-1580.03366782041,-1302.2,17010,53.408
1200,1,26703.9649100251,-1576.99482599026,-1302.3,16666,53.389
1201,1,26704.0291832141,-1583.17377490617,-1304.9,19211,53.406
1202,1,26713.9030652361,-1569.70166454203,-1301.5,18039,53.368
1203,1,26705.9354015503,-1573.8884739897,-1302.2,14356,53.329
1204,1,26713.9780506232,-1576.91043827726,-1303.6,13952,53.404
1206,1,26708.0344394533,-1583.14001982097,-1299.3,15392,53.258
1207,1,26699.0226129151,-1583.21596876267,-1294.7,11921,53.342
1208,1,26715.1507598535,-1593.37919661506,-1291.3,13300,53.343
1209,1,26708.9179193334,-1571.80350803716,-1304.2,11946,53.372
1210,1,26710.8991230567,-1569.72698085593,-1300.9,18421,53.257
1212,1,26719.0060453186,-1578.9278940594,-1296.4,14054,53.188
1213,1,26719.9323739913,-1571.71068155287,-1299.7,16060,53.201
1214,1,26707.0117009972,-1581.08880895363,-1300.4,15466,53.336
1215,1,26716.0235275354,-1581.01286001194,-1305.2,16289,53.211
1216,1,26704.9769362831,-1578.01621203827,-1296.5,16773,53.224
1217,1,26714.0208994158,-1581.02973755454,-1283.3,16155,53.249
1218,1,26712.9338877708,-1572.79957777129,-1302,16779,53.332
1219,1,26717.9190336735,-1570.69773427615,-1301.2,14568,53.211
1220,1,26718.9417721296,-1572.74894514349,-1302.8,13591,53.292
1221,1,26694.8780980998,-1569.86200119671,-1303.9,13487,53.276
1222,1,26711.868300522,-1566.62906762667,-1300.3,16299,53.296
1223,1,26715.9056933557,-1569.68478699943,-1306.1,14248,53.282
1225,1,26721.0622344289,-1584.0601406134,-1297.6,13485,53.313
1226,1,26708.8429339463,-1564.59473430193,-1293.6,15009,53.284
1227,1,26717.8333360882,-1562.4591357216,-1299.9,17679,53.277
1228,1,26713.9352018306,-1572.79113899999,-1301.1,20033,53.337
1229,1,26710.920547453,-1571.78663049456,-1302.3,16504,53.3
1230,1,26703.9649100251,-1576.99482599026,-1298.8,20465,53.333
1231,1,26716.8855830192,-1567.61669858949,-1306.5,21933,53.378
1232,1,26701.855159924,-1566.71345533967,-1306,17269,53.338
1233,1,26716.93914401,-1572.76582268609,-1304.4,12880,53.252
1234,1,26715.927117752,-1571.74443663807,-1297.1,13561,53.259
1235,1,26708.9500559279,-1574.89298249512,-1295.5,16290,53.289
1236,1,26704.9983606794,-1580.07586167691,-1302.9,20699,53.368
1237,1,26705.8925527577,-1569.76917471242,-1290.9,17346,53.342
1238,1,26707.873756481,-1567.69264753119,-1286.4,16926,53.29
1239,1,26701.9301453111,-1573.9222290749,-1302.1,14261,53.338
1240,1,26712.8910389782,-1568.68027849401,-1296.3,11424,53.319
1241,1,26699.8632440025,-1567.76015770158,-1300.3,17520,53.322
1242,1,26704.8162533108,-1562.56883974849,-1292.9,15511,53.321
1243,1,26706.7974570341,-1560.49231256725,-1306.9,12688,53.345
1244,1,26698.9797641224,-1579.09666948539,-1298.7,15255,53.355
1245,1,26702.7707763985,-1558.46641801382,-1287.3,16507,53.325
1246,1,26700.8752702605,-1568.7815437496,-1303.5,18998,53.32
1247,1,26702.9314593709,-1573.9137903036,-1299.2,13832,53.35
1248,1,26719.9752227839,-1575.82998083015,-1297.3,15413,53.25
1249,1,26716.9498562082,-1573.79564750541,-1289.7,17810,53.65
1250,1,26715.8735567613,-1566.59531254147,-1298,14658,53.379
1251,1,26703.9756222233,-1578.02465080957,-1301.1,13545,53.425
1252,1,26705.8604161632,-1566.67970025447,-1305.2,13409,53.431
1253,1,26719.8359642079,-1562.442258179,-1296.3,12779,53.333
1254,1,26703.9006368362,-1570.81587707434,-1294.8,15519,53.407
1255,1,26715.9485421484,-1573.80408627671,-1303.1,15908,53.394
1256,1,26713.8602164435,-1565.58236526475,-1293.6,16175,53.438
1257,1,26699.9703659841,-1578.05840589477,-1295,13037,53.387
1258,1,26703.006444758,-1581.12256403883,-1301.6,16064,53.387
1259,1,26701.8444477258,-1565.68363052035,-1297.3,12610,53.363
1260,1,26707.9915906607,-1579.0207205437,-1287.8,14417,53.39
1261,1,26696.9021506157,-1571.90477329275,-1295.4,18770,53.399
1262,1,26716.9284318119,-1571.73599786677,-1284.7,19185,53.431
1263,1,26718.9203477333,-1570.68929550485,-1295.8,16215,53.422
1264,1,26701.9729941037,-1578.04152835217,-1288.7,15368,53.432
1265,1,26713.9244896324,-1571.76131418067,-1283,18071,53.426
1266,1,26701.0145288365,-1582.16926640074,-1296.5,14744,53.372
1267,1,26709.9085211951,-1570.76524444655,-1293,13907,53.416
1268,1,26691.8955803167,-1571.94696714925,-1289.2,16022,53.439
1269,1,26711.9968468999,-1578.9869654585,-1287.8,22740,53.435
1271,1,26704.8698143015,-1567.71796384508,-1294.7,16949,53.43
1272,1,26702.8993227764,-1570.82431584564,-1293.7,19402,53.503
1273,1,26708.9821925223,-1577.98245695308,-1297.5,22349,53.481
1274,1,26703.9970466196,-1580.08430044821,-1295.4,17499,53.407
1275,1,26701.9515697074,-1575.98187871353,-1297.7,17646,53.411
1276,1,26697.8499036848,-1566.74721042486,-1299.7,20961,53.424
1277,1,26704.8698143015,-1567.71796384508,-1293.6,15759,53.391
