frame,molecule,x_nm,y_nm,z_nm,photons,background
417,1,26718.090428844,-1587.17493138525,-1278.6,13608,53.801
418,1,26716.0556641299,-1584.1023344699,-1290.3,17556,53.852
419,1,26721.9778509035,-1575.81310328755,-1271.9,20076,53.849
420,1,26729.9562267875,-1572.6561186592,-1270.5,19844,54.209
421,1,26715.927117752,-1571.74443663807,-1276.5,14997,53.771
422,1,26710.0584919692,-1585.18279191701,-1279.9,17381,53.873
423,1,26722.1385338758,-1591.26047557733,-1273.9,14433,53.727
424,1,26703.9970466196,-1580.08430044821,-1269,19230,53.781
425,1,26731.0003896399,-1576.76697916517,-1258.4,18405,54.283
426,1,26718.0582922495,-1584.0854569273,-1284.3,19350,53.84
427,1,26709.9513699877,-1574.88454372382,-1277.8,20654,53.804
428,1,26714.0208994158,-1581.02973755454,-1264.8,18411,53.777
429,1,26710.0692041674,-1586.21261673633,-1280.8,14823,53.798
430,1,26725.0139296774,-1578.87726143161,-1275.6,19570,53.88
431,1,26725.0246418755,-1579.90708625092,-1266.5,18225,53.827
432,1,26718.9203477333,-1570.68929550485,-1281,14386,53.844
433,1,26732.087401285,-1584.99713894842,-1284.2,14872,53.82
434,1,26704.9555118868,-1575.95656239964,-1272.2,16374,54.319
435,1,26717.8976092772,-1568.63808463751,-1284.5,16484,53.786
436,1,26719.1345916964,-1591.28579189123,-1279.7,15649,53.753
437,1,26719.0060453186,-1578.9278940594,-1277,20119,53.898
438,1,26719.0917429038,-1587.16649261395,-1274.4,16609,53.853
439,1,26716.8855830192,-1567.61669858949,-1290.4,18308,53.882
440,1,26718.9096355351,-1569.65947068553,-1287.9,15018,53.684
441,1,26713.0624341487,-1585.15747560311,-1275.9,15911,53.69
442,1,26720.0287837747,-1580.97910492674,-1283.9,13922,53.689
443,1,26713.8602164435,-1565.58236526475,-1280.8,15853,54.135
444,1,26716.0556641299,-1584.1023344699,-1278.9,16734,53.801
445,1,26729.0191859166,-1578.84350634641,-1283.9,16928,53.688
446,1,26730.9789652436,-1574.70732952654,-1282.8,16389,53.698
447,1,26711.9754225036,-1576.92731581986,-1274,14516,53.73
448,1,26724.0233278157,-1579.91552502222,-1290.4,15830,53.684
449,1,26716.9819928026,-1576.88512196336,-1275.8,18923,54.189
450,1,26726.1330779169,-1590.19689567281,-1285.9,19724,53.726
451,1,26721.0193856363,-1579.94084133612,-1284.3,15987,53.657
452,1,26725.9723949446,-1574.74952338303,-1293.3,20569,53.638
453,1,26710.0799163656,-1587.24244155565,-1284.9,14547,53.681
454,1,26728.028584055,-1579.88176993702,-1274.9,17184,53.679
455,1,26718.9524843278,-1573.77876996281,-1286.3,13769,53.57
456,1,26716.0235275354,-1581.01286001194,-1278.9,17053,53.707
457,1,26714.9579402867,-1574.84234986733,-1279.7,16989,53.678
458,1,26718.9631965259,-1574.80859478213,-1274.2,16060,53.676
459,1,26719.0167575167,-1579.95771887872,-1284,15909,53.627
460,1,26707.065261988,-1586.23793305023,-1248.4,13081,53.537
461,1,26713.9030652361,-1569.70166454203,-1277.1,16078,53.511
462,1,26715.8842689594,-1567.62513736079,-1279.2,13511,53.538
463,1,26725.0032174792,-1577.84743661229,-1282.2,21814,53.578
464,1,26709.0143291168,-1581.07193141103,-1274.1,18326,53.62
465,1,26721.9671387053,-1574.78327846823,-1272.3,17463,53.594
466,1,26726.0366681335,-1580.92847229894,-1264.7,14570,53.504
467,1,26714.979364683,-1576.90199950596,-1279,17081,53.565
468,1,26718.9846209222,-1576.86824442077,-1283.5,17616,53.542
469,1,26711.9861347018,-1577.95714063918,-1285.6,20569,53.561
470,1,26717.9404580698,-1572.75738391479,-1280.8,18808,53.551
471,1,26721.0193856363,-1579.94084133612,-1276.6,18603,53.516
472,1,26714.979364683,-1576.90199950596,-1279.8,13728,53.533
473,1,26734.8878116994,-1565.40515106747,-1286,13321,53.534
474,1,26725.05677847,-1582.99656070888,-1281.3,17625,53.491
475,1,26714.0851726048,-1587.20868647045,-1289.6,16844,53.557
476,1,26719.9537983876,-1573.77033119151,-1273.2,20912,53.58
477,1,26709.0357535131,-1583.13158104967,-1271.9,16974,53.528
478,1,26710.920547453,-1571.78663049456,-1284.3,19196,53.552
479,1,26724.9817930829,-1575.78778697365,-1272.3,17422,53.557
480,1,26713.0088731579,-1580.00835150652,-1278.8,18236,53.513
481,1,26714.9365158904,-1572.78270022869,-1283.2,16587,53.523
482,1,26722.9363161707,-1571.68536523897,-1265.5,16009,53.876
483,1,26706.9474278083,-1574.90986003772,-1270.6,13892,53.464
484,1,26722.0635484887,-1584.0517018421,-1284.8,14640,53.461
485,1,26724.0019034194,-1577.85587538359,-1286.8,14513,53.434
487,1,26731.9052939163,-1567.49011702,-1288.8,12143,53.478
489,1,26720.9551124474,-1573.76189242021,-1283,13846,53.404
492,1,26723.0005893596,-1577.86431415488,-1271.4,14843,53.639
494,1,26720.9122636548,-1569.64259314293,-1288.6,16692,53.404
495,1,26723.969766825,-1574.76640092563,-1270.4,13722,53.383
496,1,26717.9618824661,-1574.81703355343,-1282.5,14834,53.355
497,1,26726.9737090044,-1574.74108461173,-1279.6,15564,53.442
498,1,26719.9645105857,-1574.80015601083,-1271,18144,53.855
499,1,26712.0182712962,-1581.04661509713,-1287.2,16589,53.353
500,1,26715.0115012775,-1579.99147396392,-1273.6,20582,53.437
501,1,26709.8656724024,-1566.64594516927,-1267.3,16318,53.481
502,1,26708.9821925223,-1577.98245695308,-1286.6,17379,53.414
504,1,26718.9417721296,-1572.74894514349,-1274.6,15750,53.547
505,1,26719.0060453186,-1578.9278940594,-1276.9,14132,53.829
506,1,26723.0005893596,-1577.86431415488,-1267.9,13819,53.421
507,1,26727.9428864697,-1571.64317138247,-1276.5,14115,53.451
508,1,26719.9752227839,-1575.82998083015,-1270.5,12619,53.455
509,1,26713.9244896324,-1571.76131418067,-1276.8,15851,53.476
510,1,26706.9260034119,-1572.85021039908,-1279.8,15075,53.356
511,1,26711.9754225036,-1576.92731581986,-1279.1,18292,53.44
512,1,26706.9152912138,-1571.82038557976,-1264.1,17562,53.748
513,1,26721.8814411201,-1566.54467991368,-1277.9,17816,53.379
514,1,26717.951170268,-1573.78720873411,-1268.7,16056,53.453
515,1,26720.9872490418,-1576.85136687817,-1263.2,15452,53.362
516,1,26713.9244896324,-1571.76131418067,-1271,15670,53.414
517,1,26721.9350021109,-1571.69380401027,-1287,18675,53.42
518,1,26714.9579402867,-1574.84234986733,-1271.4,15457,53.395
519,1,26715.927117752,-1571.74443663807,-1276.8,15940,53.368
520,1,26706.9152912138,-1571.82038557976,-1279.5,16544,53.388
521,1,26711.9111493147,-1570.74836690395,-1272.6,19834,53.487
522,1,26708.8429339463,-1564.59473430193,-1269.4,22771,53.774
523,1,26711.9111493147,-1570.74836690395,-1278.1,17174,53.412
524,1,26713.019585356,-1581.03817632584,-1275.4,18306,53.363
525,1,26714.9365158904,-1572.78270022869,-1265.1,15741,53.441
526,1,26723.9804790231,-1575.79622574495,-1269.1,14466,53.349
527,1,26717.886897079,-1567.60825981819,-1276.3,18513,53.369
528,1,26705.913977154,-1571.82882435106,-1257.3,20176,53.377
529,1,26719.8788130005,-1566.56155745628,-1265.4,19735,53.825
530,1,26716.9712806045,-1575.85529714404,-1279.8,19172,53.339
531,1,26729.9883633819,-1575.74559311715,-1275.7,14146,53.251
532,1,26714.9365158904,-1572.78270022869,-1265.3,17683,53.308
533,1,26717.8547604846,-1564.51878536024,-1275.2,19598,53.368
534,1,26735.9641111463,-1572.6054860314,-1282.7,15582,53.297
535,1,26722.9791649633,-1575.80466451625,-1270.5,19228,53.298
536,1,26712.9660243652,-1575.88905222924,-1276.7,16559,53.272
537,1,26717.8440482864,-1563.48896054092,-1277.9,17404,53.269
538,1,26726.0152437372,-1578.86882266031,-1269.7,18993,53.313
539,1,26701.9622819055,-1577.01170353285,-1277.4,18761,53.288
540,1,26725.8974095575,-1567.5407496478,-1277.6,16582,53.714
541,1,26711.9004371165,-1569.71854208463,-1264.4,19346,53.372
542,1,26723.9804790231,-1575.79622574495,-1280.7,18463,53.276
543,1,26729.0406103129,-1580.90315598504,-1283.1,16279,53.335
544,1,26717.7690628993,-1556.28018680569,-1286.3,17628,53.286
545,1,26707.8630442828,-1566.66282271187,-1270.9,12715,53.259
546,1,26720.8479904658,-1563.46364422702,-1281.7,17590,53.264
547,1,26717.951170268,-1573.78720873411,-1277.9,17569,53.289
548,1,26708.9500559279,-1574.89298249512,-1286.7,18624,53.319
549,1,26721.9564265072,-1573.75345364891,-1284.7,18487,53.358
550,1,26716.9605684063,-1574.82547232473,-1260.9,17996,53.391
551,1,26714.9472280885,-1573.81252504801,-1274.3,12681,53.447
552,1,26711.0062450383,-1580.02522904911,-1264.2,15654,53.455
553,1,26717.9618824661,-1574.81703355343,-1278.9,16681,53.45
554,1,26715.0222134756,-1581.02129878324,-1264.4,18402,53.388
555,1,26718.9203477333,-1570.68929550485,-1284.2,15456,53.309
556,1,26707.0438375917,-1584.17828341159,-1272.6,17458,53.467
557,1,26728.9013517369,-1567.5154333339,-1283.8,15964,53.504
558,1,26711.1026548217,-1589.29365242298,-1279.8,14088,53.411
559,1,26714.9365158904,-1572.78270022869,-1268.4,15319,53.447
560,1,26711.932573711,-1572.80801654258,-1266.5,16333,53.567
561,1,26726.9201480136,-1569.59196051514,-1268.2,16179,53.507
562,1,26723.9376302305,-1571.67692646767,-1271.4,14859,53.887
563,1,26704.8805264997,-1568.7477886644,-1275.5,16347,53.494
564,1,26708.013015057,-1581.08037018233,-1263.9,14699,53.463
565,1,26715.0971988627,-1588.23007251847,-1275.7,16109,53.468
566,1,26718.9310599315,-1571.71912032417,-1276,14364,53.481
567,1,26713.9030652361,-1569.70166454203,-1275.6,18032,53.479
568,1,26722.957740567,-1573.74501487761,-1281,18062,53.84
569,1,26712.9874487616,-1577.94870186788,-1264.4,19824,53.995
570,1,26717.9404580698,-1572.75738391479,-1281.3,19432,53.518
571,1,26717.0141293971,-1579.97459642132,-1260.6,18755,53.516
572,1,26715.927117752,-1571.74443663807,-1268.7,17030,53.537
573,1,26717.0034171989,-1578.944771602,-1255.1,16374,53.452
574,1,26708.9929047205,-1579.0122817724,-1283.9,17998,53.483
575,1,26707.9594540662,-1575.93124608574,-1281.8,13614,53.53
576,1,26725.9616827464,-1573.71969856371,-1280.7,13799,53.477
579,1,26710.0799163656,-1587.24244155565,-1262.4,14671,53.526
580,1,26722.0206996961,-1579.93240256482,-1282,11573,53.433
581,1,26720.0180715765,-1579.94928010742,-1273,12578,53.435
582,1,26721.137219816,-1591.26891434863,-1265.9,14206,53.439
583,1,26715.9699665447,-1575.86373591534,-1275,14898,53.44
584,1,26719.9752227839,-1575.82998083015,-1267.6,16755,53.502
585,1,26722.8934673781,-1567.5660659617,-1279.4,19562,54.001
586,1,26713.0302975542,-1582.06800114515,-1275,16777,53.431
587,1,26720.9765368437,-1575.82154205885,-1253.6,20306,53.875
588,1,26713.019585356,-1581.03817632584,-1268.9,13612,53.484
589,1,26717.0034171989,-1578.944771602,-1269,15793,53.489
590,1,26728.028584055,-1579.88176993702,-1270.3,13738,53.521
591,1,26712.88032678,-1567.65045367469,-1266.2,17190,53.93
592,1,26700.9288312513,-1573.9306678462,-1257,21491,53.559
593,1,26709.9620821858,-1575.91436854314,-1271.2,17187,53.519
594,1,26717.0248415953,-1581.00442124064,-1265.5,19702,53.543
595,1,26712.0504078907,-1584.13608955509,-1256.9,21338,53.548
596,1,26711.0383816327,-1583.11470350707,-1264.5,19923,53.457
597,1,26713.9244896324,-1571.76131418067,-1278.1,14806,53.445
598,1,26711.0490938309,-1584.14452832639,-1281.1,14490,53.479
599,1,26712.9124633745,-1570.73992813265,-1275.4,14519,53.466
600,1,26712.9017511763,-1569.71010331333,-1243.8,24289,53.912
601,1,26722.9791649633,-1575.80466451625,-1272.8,15687,53.49
602,1,26706.0103869374,-1581.09724772493,-1261.4,15700,53.541
603,1,26710.9526840475,-1574.87610495252,-1260.9,16306,53.436
604,1,26711.932573711,-1572.80801654258,-1248.3,15459,53.393
605,1,26729.9348023912,-1570.59646902056,-1268,16854,53.396
606,1,26709.8763846006,-1567.67576998859,-1282.9,17580,53.435
607,1,26712.0182712962,-1581.04661509713,-1267,16965,53.465
608,1,26712.0182712962,-1581.04661509713,-1258.6,19134,53.416
609,1,26720.9015514566,-1568.61276832362,-1272.7,17391,53.94
610,1,26708.960768126,-1575.92280731444,-1273.4,14488,53.505
611,1,26727.9214620734,-1569.58352174384,-1272.2,19699,53.507
612,1,26720.9872490418,-1576.85136687817,-1276.9,16472,53.462
613,1,26709.0357535131,-1583.13158104967,-1282.7,20622,53.541
614,1,26710.9312596512,-1572.81645531388,-1279.4,13378,53.441
615,1,26704.9769362831,-1578.01621203827,-1275.6,18356,53.463
616,1,26715.8521323649,-1564.53566290284,-1279,16491,53.487
617,1,26721.8171679312,-1560.36573099776,-1285.4,14038,53.44
618,1,26724.8853832995,-1566.51936359978,-1289.8,18214,53.483
619,1,26728.8906395387,-1566.48560851458,-1268.2,16034,53.497
620,1,26700.982392242,-1579.07979194279,-1289.7,19544,53.514
621,1,26719.8895251986,-1567.5913822756,-1273.5,18997,53.872
622,1,26715.927117752,-1571.74443663807,-1288.2,15599,53.506
623,1,26714.9043792959,-1569.69322577073,-1273.2,16581,53.541
624,1,26715.9699665447,-1575.86373591534,-1282.1,19098,53.541
625,1,26715.9056933557,-1569.68478699943,-1288.9,18570,53.514
626,1,26737.0082739987,-1576.71634653738,-1297,19496,53.539
627,1,26718.9203477333,-1570.68929550485,-1291.2,16923,53.481
628,1,26720.9336880511,-1571.70224278157,-1289.1,16290,53.524
629,1,26717.8547604846,-1564.51878536024,-1271.5,15671,53.423
630,1,26710.9419718493,-1573.8462801332,-1284.5,18065,53.56
631,1,26721.9885631017,-1576.84292810687,-1284.5,19177,53.566
632,1,26711.8575883239,-1565.59924280735,-1280.4,17681,53.549
633,1,26709.0036169186,-1580.04210659171,-1291.9,16778,53.5
634,1,26724.7889735161,-1557.25094022591,-1268.9,15916,53.587
635,1,26703.9006368362,-1570.81587707434,-1279.1,15387,53.503
637,1,26717.886897079,-1567.60825981819,-1282.2,17052,53.505
638,1,26714.0101872177,-1579.99991273522,-1288.6,17113,53.53
639,1,26713.892353038,-1568.67183972271,-1290.3,17507,53.537
640,1,26709.9192333932,-1571.79506926586,-1282,15179,53.563
641,1,26716.0663763281,-1585.13215928921,-1270.7,15651,53.627
642,1,26707.7452101031,-1555.33474969936,-1293.8,19607,53.606
643,1,26709.025041315,-1582.10175623035,-1271.4,15756,53.578
644,1,26719.9109495949,-1569.65103191423,-1283.1,17528,53.598
645,1,26711.0062450383,-1580.02522904911,-1285.6,15556,53.553
646,1,26719.9752227839,-1575.82998083015,-1274.8,13817,53.59
647,1,26709.9299455914,-1572.82489408518,-1287.5,15396,53.601
648,1,26721.9028655164,-1568.60432955232,-1287.6,16114,53.602
649,1,26711.8147395313,-1561.47994353007,-1288.1,13121,53.552
650,1,26738.0095880586,-1576.70790776608,-1264.6,15451,53.505
651,1,26718.8882111388,-1567.59982104689,-1290.1,16472,53.469
652,1,26715.9485421484,-1573.80408627671,-1289.9,12772,53.555
653,1,26718.9203477333,-1570.68929550485,-1299.3,11401,53.505
654,1,26708.9500559279,-1574.89298249512,-1283.4,16757,53.589
655,1,26703.9756222233,-1578.02465080957,-1284.6,15833,53.553
656,1,26717.0569781897,-1584.0938956986,-1279,16388,53.596
658,1,26709.972794384,-1576.94419336246,-1294.2,13786,53.548
659,1,26724.9710808848,-1574.75796215433,-1289,19782,53.595
660,1,26717.8761848809,-1566.57843499887,-1293.4,18493,53.564
661,1,26715.8842689594,-1567.62513736079,-1296.5,13651,53.581
662,1,26709.9406577895,-1573.8547189045,-1292.9,14560,53.509
663,1,26711.8361639276,-1563.53959316871,-1295.3,16163,53.586
664,1,26706.9045790156,-1570.79056076044,-1286.8,13378,53.495
665,1,26721.945714309,-1572.72362882959,-1280.3,11843,53.49
666,1,26727.9535986679,-1572.67299620179,-1290,14312,53.547
667,1,26713.9459140287,-1573.82096381931,-1287.2,14279,53.46
668,1,26715.8949811576,-1568.65496218011,-1284.6,16899,53.496
669,1,26719.0167575167,-1579.95771887872,-1283.9,17373,53.552
670,1,26712.9124633745,-1570.73992813265,-1289.1,19320,53.565
671,1,26707.9058930754,-1570.78212198914,-1291.3,18733,53.513
672,1,26709.025041315,-1582.10175623035,-1289.3,16949,53.495
673,1,26710.9526840475,-1574.87610495252,-1287.5,13779,53.491
674,1,26702.0372672926,-1584.22047726809,-1275.8,18611,53.56
675,1,26711.9968468999,-1578.9869654585,-1290.1,19598,53.481
676,1,26704.9876484813,-1579.04603685759,-1288.8,17795,53.548
677,1,26704.8698143015,-1567.71796384508,-1297.2,15451,53.484
678,1,26713.9030652361,-1569.70166454203,-1288.8,15937,53.497
679,1,26707.9058930754,-1570.78212198914,-1291.9,16495,53.486
680,1,26725.9616827464,-1573.71969856371,-1296.1,11773,53.414
681,1,26715.0971988627,-1588.23007251847,-1292.8,14376,53.47
682,1,26724.8853832995,-1566.51936359978,-1296.7,15111,53.474
683,1,26709.8121114116,-1561.49682107267,-1287,17244,53.499
684,1,26709.9620821858,-1575.91436854314,-1286.6,17055,53.525
685,1,26713.9673384251,-1575.88061345794,-1296.4,18094,53.527
686,1,26701.8980087166,-1570.83275461694,-1288.6,16809,53.427
687,1,26725.8438485667,-1562.3916255512,-1295.3,17816,53.48
688,1,26705.8925527577,-1569.76917471242,-1298.9,15438,53.497
689,1,26709.8763846006,-1567.67576998859,-1299.6,15647,53.507
690,1,26729.0191859166,-1578.84350634641,-1297.5,19681,53.543
691,1,26700.0560635693,-1586.29700444932,-1300.4,14728,53.572
692,1,26714.9900768812,-1577.93182432528,-1304.8,15727,53.446
693,1,26725.9723949446,-1574.74952338303,-1297.2,14945,53.469
694,1,26716.0128153373,-1579.98303519262,-1292.1,15798,53.395
695,1,26709.0143291168,-1581.07193141103,-1299.2,13997,53.531
696,1,26718.9417721296,-1572.74894514349,-1293.1,15127,53.547
697,1,26714.840106107,-1563.51427685482,-1293.4,15886,53.508
698,1,26709.0036169186,-1580.04210659171,-1291.5,18294,53.551
699,1,26710.0692041674,-1586.21261673633,-1283.4,12049,53.502
700,1,26702.0051306982,-1581.13100281013,-1299.3,14136,53.519
701,1,26704.9555118868,-1575.95656239964,-1302.1,17542,53.466
702,1,26717.9297458717,-1571.72755909547,-1291.1,16111,53.537
703,1,26714.0101872177,-1579.99991273522,-1293.6,20102,53.536
704,1,26710.0263553748,-1582.09331745905,-1304.3,15018,53.491
705,1,26709.9835065821,-1577.97401818178,-1289.6,20479,53.548
706,1,26719.8681008023,-1565.53173263696,-1293.9,16938,53.58
707,1,26724.9282320921,-1570.63866287706,-1297.6,19334,53.589
708,1,26720.8908392584,-1567.5829435043,-1297,15470,53.487
709,1,26709.8978089969,-1569.73541962723,-1301.3,19345,53.593
711,1,26714.1173091992,-1590.29816092841,-1295.5,17346,53.567
712,1,26711.8790127202,-1567.65889244599,-1296.9,19296,53.56
713,1,26709.9513699877,-1574.88454372382,-1301.2,14405,53.553
714,1,26719.9216617931,-1570.68085673355,-1302.9,15709,53.507
715,1,26718.9417721296,-1572.74894514349,-1301.4,15043,53.48
716,1,26714.8186817107,-1561.45462721618,-1296.5,15989,53.559
717,1,26717.951170268,-1573.78720873411,-1292,18792,53.508
718,1,26706.9045790156,-1570.79056076044,-1297.8,17383,53.569
719,1,26719.8681008023,-1565.53173263696,-1304.5,17335,53.601
720,1,26717.8654726827,-1565.54861017956,-1300.8,17397,53.608
722,1,26720.8372782677,-1562.4338194077,-1303.8,16513,53.611
723,1,26723.9483424286,-1572.70675128699,-1305.7,14536,53.565
724,1,26717.9725946643,-1575.84685837274,-1289.5,15852,53.597
725,1,26707.9701662644,-1576.96107090506,-1293.6,11636,53.528
727,1,26711.932573711,-1572.80801654258,-1296.6,20136,53.606
728,1,26714.9579402867,-1574.84234986733,-1301.8,20044,53.58
729,1,26726.9308602117,-1570.62178533446,-1300.2,18038,53.582
730,1,26724.0661766084,-1584.0348242995,-1298.1,20954,53.608
731,1,26728.9870493221,-1575.75403188845,-1287.7,18472,53.509
732,1,26729.9133779949,-1568.53681938192,-1301.4,19007,53.547
733,1,26724.9282320921,-1570.63866287706,-1299.1,15959,53.53
734,1,26721.8707289219,-1565.51485509436,-1305.1,12779,53.535
735,1,26703.9434856288,-1574.93517635162,-1286.1,16523,53.573
736,1,26720.0073593784,-1578.9194552881,-1289.2,15500,53.524
737,1,26710.1334773563,-1592.39156565224,-1300.3,16911,53.569
738,1,26718.9203477333,-1570.68929550485,-1304.9,14901,53.598
739,1,26719.9966471802,-1577.88963046878,-1295.5,19913,53.576
740,1,26724.9603686866,-1573.72813733501,-1301.4,15639,53.5
741,1,26724.0126156176,-1578.88570020291,-1307.9,19318,53.589
742,1,26726.9415724099,-1571.65161015377,-1308.8,19661,53.54
743,1,26722.957740567,-1573.74501487761,-1300.2,21459,53.552
744,1,26718.9417721296,-1572.74894514349,-1308.3,17909,53.582
745,1,26726.9522846081,-1572.68143497309,-1302.2,14961,53.507
746,1,26731.9374305108,-1570.57959147796,-1305.3,16185,53.58
747,1,26711.9754225036,-1576.92731581986,-1300,17564,53.51
748,1,26718.9953331204,-1577.89806924008,-1294.9,18119,53.524
749,1,26707.9915906607,-1579.0207205437,-1302.9,24464,53.58
750,1,26720.99796124,-1577.88119169748,-1307.4,19087,53.573
751,1,26716.9177196137,-1570.70617304745,-1301.8,15137,53.497
752,1,26716.9070074155,-1569.67634822813,-1299.5,22781,53.528
753,1,26718.9631965259,-1574.80859478213,-1305.3,19868,53.493
754,1,26711.9218615128,-1571.77819172326,-1301.2,16112,53.636
755,1,26726.9629968062,-1573.71125979241,-1304.2,14573,53.566
756,1,26717.1533879731,-1593.36231907246,-1298.2,12373,53.529
757,1,26725.8759851612,-1565.48110000916,-1301.3,14926,53.556
758,1,26727.9857352623,-1575.76247065975,-1303.6,17204,53.559
759,1,26729.1155957,-1588.11192972028,-1293,20247,53.613
760,1,26717.9083214753,-1569.66790945683,-1303.3,13565,53.495
761,1,26719.1345916964,-1591.28579189123,-1293,14621,53.527
762,1,26715.0115012775,-1579.99147396392,-1295.6,17543,53.537
763,1,26717.9618824661,-1574.81703355343,-1300.9,15354,53.545
764,1,26711.9968468999,-1578.9869654585,-1295.2,16885,53.499
765,1,26711.8361639276,-1563.53959316871,-1301.3,16235,53.543
766,1,26709.9620821858,-1575.91436854314,-1302.2,17150,53.541
767,1,26715.927117752,-1571.74443663807,-1289.6,16819,53.52
768,1,26725.8866973593,-1566.51092482848,-1295.1,20107,53.516
769,1,26720.9122636548,-1569.64259314293,-1288.3,15326,53.432
770,1,26720.858702664,-1564.49346904634,-1296.3,20011,53.562
771,1,26720.9444002492,-1572.73206760089,-1298.6,16281,53.506
772,1,26709.9085211951,-1570.76524444655,-1286.4,14284,53.504
774,1,26720.9229758529,-1570.67241796225,-1296.2,14174,53.511
775,1,26718.0261556551,-1580.99598246934,-1297.6,14246,53.42
776,1,26722.9363161707,-1571.68536523897,-1289.2,14158,53.478
777,1,26717.0355537934,-1582.03424605995,-1288.4,19902,53.51
778,1,26726.0366681335,-1580.92847229894,-1298.9,14914,53.498
779,1,26724.9817930829,-1575.78778697365,-1305.6,17024,53.524
780,1,26726.9951334007,-1576.80073425037,-1292.9,15100,53.51
781,1,26727.9857352623,-1575.76247065975,-1289.6,17350,53.48
782,1,26717.8976092772,-1568.63808463751,-1304.7,14899,53.515
783,1,26706.9688522046,-1576.96950967636,-1291.6,18676,53.494
784,1,26715.9699665447,-1575.86373591534,-1292.3,17995,53.513
785,1,26721.0622344289,-1584.0601406134,-1297.9,15049,53.514
786,1,26714.9686524849,-1575.87217468664,-1296.6,15430,53.46
787,1,26723.969766825,-1574.76640092563,-1296.6,14097,53.457
788,1,26721.9242899127,-1570.66397919095,-1284.6,17492,53.475
789,1,26706.0425235319,-1584.18672218289,-1289.2,13913,53.503
790,1,26732.9494567687,-1571.60097752598,-1294.7,14463,53.464
791,1,26716.9712806045,-1575.85529714404,-1294.7,12505,53.478
792,1,26713.0517219505,-1584.1276507838,-1284.5,15372,53.471
793,1,26697.9998744589,-1581.16475789533,-1292.4,16261,53.538
794,1,26719.0060453186,-1578.9278940594,-1281.7,15917,53.476
795,1,26723.0541503504,-1583.01343825148,-1284.2,15988,53.442
796,1,26719.9430861894,-1572.74050637219,-1289.5,15913,53.363
797,1,26718.0047312588,-1578.9363328307,-1296.8,17309,53.491
798,1,26709.0678901076,-1586.22105550763,-1299.3,17614,53.511
799,1,26702.9850203617,-1579.06291440019,-1298.8,15409,53.383
800,1,26730.9039798565,-1567.4985557913,-1288,18486,53.416
801,1,26711.0062450383,-1580.02522904911,-1280.8,18181,53.413
802,1,26718.0047312588,-1578.9363328307,-1284.3,17497,53.375
803,1,26729.9348023912,-1570.59646902056,-1277.6,18983,53.397
804,1,26726.9629968062,-1573.71125979241,-1301.5,17597,53.456
805,1,26713.9244896324,-1571.76131418067,-1284.5,15848,53.428
806,1,26708.0237272552,-1582.11019500165,-1285.8,12377,53.338
807,1,26713.8602164435,-1565.58236526475,-1288.1,17052,53.749
808,1,26717.9190336735,-1570.69773427615,-1292.4,14002,53.357
809,1,26707.0438375917,-1584.17828341159,-1284.1,12926,53.39
810,1,26711.9647103054,-1575.89749100054,-1296.9,17814,53.364
811,1,26728.9549127277,-1572.6645574305,-1288.5,15177,53.375
812,1,26709.9513699877,-1574.88454372382,-1299.4,16666,53.341
813,1,26712.0504078907,-1584.13608955509,-1290.4,13988,53.318
814,1,26716.9605684063,-1574.82547232473,-1276.8,14503,53.345
815,1,26727.0379821933,-1580.92003352764,-1277.5,17296,53.388
816,1,26713.9244896324,-1571.76131418067,-1290.1,18973,53.302
817,1,26709.0678901076,-1586.22105550763,-1287,15970,53.383
818,1,26715.9806787428,-1576.89356073466,-1289.8,17174,53.317
819,1,26714.9686524849,-1575.87217468664,-1292.4,20252,53.304
820,1,26714.9150914941,-1570.72305059005,-1283.2,17160,53.267
821,1,26712.9981609597,-1578.9785266872,-1283,16744,53.309
822,1,26714.9579402867,-1574.84234986733,-1284,17263,53.276
823,1,26713.9352018306,-1572.79113899999,-1282.4,15456,53.233
824,1,26715.8949811576,-1568.65496218011,-1285.2,15418,53.303
825,1,26722.0528362906,-1583.02187702278,-1273.1,15432,53.31
826,1,26708.9072071352,-1570.77368321784,-1296.2,13332,53.2
827,1,26732.9387445706,-1570.57115270666,-1297.7,19548,53.325
828,1,26706.9688522046,-1576.96950967636,-1290.3,15885,53.296
829,1,26712.0289834944,-1582.07643991645,-1293.4,16955,53.351
830,1,26712.0611200888,-1585.16591437441,-1275.2,15534,53.201
831,1,26710.9741084438,-1576.93575459116,-1298.5,18833,53.195
832,1,26717.9940190606,-1577.90650801138,-1286.6,14505,53.156
833,1,26716.93914401,-1572.76582268609,-1295.7,13666,53.17
834,1,26721.0408100326,-1582.00049097476,-1282.6,15406,53.236
835,1,26714.8829548996,-1567.63357613209,-1289.1,17463,53.211
836,1,26696.987848201,-1580.14337184731,-1288.5,18626,53.253
837,1,26706.9581400064,-1575.93968485704,-1303.3,19385,53.181
838,1,26711.0169572364,-1581.05505386843,-1286,21901,53.245
839,1,26715.9699665447,-1575.86373591534,-1287.4,15055,53.204
840,1,26721.0729466271,-1585.08996543272,-1280.1,17589,53.193
841,1,26727.8679010826,-1564.43439764724,-1285.4,14947,53.168
842,1,26701.9194331129,-1572.89240425558,-1292.3,17026,53.15
843,1,26708.960768126,-1575.92280731444,-1288.7,13939,53.242
844,1,26708.013015057,-1581.08037018233,-1281.1,14765,53.192
