frame num,molecule num,x (nm),y (nm),z (nm),x fid-corrected (nm),y fid-corrected (nm), z fid-corrected (nm),photons detected,mean background photons
812,1,26133,10630,-1299.4,NaN,NaN,NaN,16666,53.341
813,1,26135,10621,-1290.4,NaN,NaN,NaN,13988,53.318
814,1,26140,10630,-1276.8,NaN,NaN,NaN,14503,53.345
815,1,26150,10624,-1277.5,NaN,NaN,NaN,17296,53.388
816,1,26137,10633,-1290.1,NaN,NaN,NaN,18973,53.302
817,1,26132,10619,-1287,NaN,NaN,NaN,15970,53.383
818,1,26139,10628,-1289.8,NaN,NaN,NaN,17174,53.317
819,1,26138,10629,-1292.4,NaN,NaN,NaN,20252,53.304
820,1,26138,10634,-1283.2,NaN,NaN,NaN,17160,53.267
821,1,26136,10626,-1283,NaN,NaN,NaN,16744,53.309
822,1,26138,10630,-1284,NaN,NaN,NaN,17263,53.276
823,1,26137,10632,-1282.4,NaN,NaN,NaN,15456,53.233
824,1,26139,10636,-1285.2,NaN,NaN,NaN,15418,53.303
825,1,26145,10622,-1273.1,NaN,NaN,NaN,15432,53.31
826,1,26132,10634,-1296.2,NaN,NaN,NaN,13332,53.2
827,1,26156,10634,-1297.7,NaN,NaN,NaN,19548,53.325
828,1,26130,10628,-1290.3,NaN,NaN,NaN,15885,53.296
829,1,26135,10623,-1293.4,NaN,NaN,NaN,16955,53.351
830,1,26135,10620,-1275.2,NaN,NaN,NaN,15534,53.201
831,1,26134,10628,-1298.5,NaN,NaN,NaN,18833,53.195
832,1,26141,10627,-1286.6,NaN,NaN,NaN,14505,53.156
833,1,26140,10632,-1295.7,NaN,NaN,NaN,13666,53.17
834,1,26144,10623,-1282.6,NaN,NaN,NaN,15406,53.236
835,1,26138,10637,-1289.1,NaN,NaN,NaN,17463,53.211
836,1,26120,10625,-1288.5,NaN,NaN,NaN,18626,53.253
837,1,26130,10629,-1303.3,NaN,NaN,NaN,19385,53.181
838,1,26134,10624,-1286,NaN,NaN,NaN,21901,53.245
839,1,26139,10629,-1287.4,NaN,NaN,NaN,15055,53.204
840,1,26144,10620,-1280.1,NaN,NaN,NaN,17589,53.193
841,1,26151,10640,-1285.4,NaN,NaN,NaN,14947,53.168
842,1,26125,10632,-1292.3,NaN,NaN,NaN,17026,53.15
843,1,26132,10629,-1288.7,NaN,NaN,NaN,13939,53.242
844,1,26131,10624,-1281.1,NaN,NaN,NaN,14765,53.192
845,1,26153,10619,-1294.2,NaN,NaN,NaN,12565,53.223
846,1,26142,10632,-1291.2,NaN,NaN,NaN,15441,53.183
847,1,26139,10620,-1289.4,NaN,NaN,NaN,20460,53.255
848,1,26130,10623,-1294.4,NaN,NaN,NaN,21390,53.253
849,1,26135,10622,-1281.9,NaN,NaN,NaN,20959,53.215
850,1,26127,10626,-1299,NaN,NaN,NaN,15038,53.194
851,1,26140,10634,-1300.3,NaN,NaN,NaN,13923,53.226
853,1,26143,10627,-1281.8,NaN,NaN,NaN,20525,53.249
854,1,26141,10617,-1297.6,NaN,NaN,NaN,18892,53.32
855,1,26138,10631,-1296.9,NaN,NaN,NaN,16690,53.168
856,1,26141,10629,-1304.7,NaN,NaN,NaN,11812,53.193
857,1,26137,10638,-1277.8,NaN,NaN,NaN,15508,53.247
858,1,26152,10637,-1288.1,NaN,NaN,NaN,17779,53.25
859,1,26142,10625,-1290.3,NaN,NaN,NaN,17655,53.255
860,1,26148,10634,-1287.2,NaN,NaN,NaN,17756,53.26
861,1,26141,10637,-1286.4,NaN,NaN,NaN,14295,53.286
862,1,26146,10628,-1279.9,NaN,NaN,NaN,16790,53.263
863,1,26128,10626,-1282.3,NaN,NaN,NaN,14798,53.238
864,1,26137,10627,-1270.5,NaN,NaN,NaN,16978,53.674
865,1,26148,10627,-1270.9,NaN,NaN,NaN,13083,53.243
866,1,26148,10627,-1287.7,NaN,NaN,NaN,11486,53.253
868,1,26136,10625,-1283.3,NaN,NaN,NaN,13391,53.17
869,1,26138,10629,-1282.3,NaN,NaN,NaN,13999,53.318
870,1,26151,10629,-1277.8,NaN,NaN,NaN,15444,53.204
871,1,26159,10623,-1274.5,NaN,NaN,NaN,14612,53.219
872,1,26143,10626,-1279.7,NaN,NaN,NaN,14667,53.272
873,1,26136,10633,-1287.6,NaN,NaN,NaN,14645,53.199
874,1,26140,10626,-1266.1,NaN,NaN,NaN,15562,53.246
875,1,26139,10631,-1283.2,NaN,NaN,NaN,13321,53.252
877,1,26135,10630,-1273.8,NaN,NaN,NaN,15915,53.184
878,1,26143,10628,-1259.6,NaN,NaN,NaN,15363,53.21
879,1,26134,10630,-1285.3,NaN,NaN,NaN,17649,53.208
880,1,26136,10630,-1277.5,NaN,NaN,NaN,12797,53.261
881,1,26138,10619,-1274.3,NaN,NaN,NaN,17661,53.323
882,1,26129,10623,-1264.4,NaN,NaN,NaN,17347,53.73
883,1,26127,10627,-1281.2,NaN,NaN,NaN,16371,53.284
884,1,26136,10630,-1268.9,NaN,NaN,NaN,17043,53.31
885,1,26139,10629,-1273.8,NaN,NaN,NaN,15338,53.25
886,1,26132,10626,-1274,NaN,NaN,NaN,18807,53.374
887,1,26140,10626,-1275.2,NaN,NaN,NaN,16547,53.345
888,1,26140,10626,-1261.4,NaN,NaN,NaN,17885,53.267
889,1,26139,10632,-1275.5,NaN,NaN,NaN,17871,53.286
890,1,26133,10635,-1247.4,NaN,NaN,NaN,21469,53.703
891,1,26134,10628,-1279.5,NaN,NaN,NaN,17029,53.278
892,1,26139,10624,-1276.9,NaN,NaN,NaN,16388,53.262
893,1,26120,10631,-1277.1,NaN,NaN,NaN,14061,53.294
894,1,26148,10644,-1282.3,NaN,NaN,NaN,18135,53.214
895,1,26141,10624,-1269,NaN,NaN,NaN,18342,53.28
896,1,26135,10624,-1282.8,NaN,NaN,NaN,17205,53.282
897,1,26131,10632,-1276.8,NaN,NaN,NaN,15736,53.311
898,1,26140,10641,-1280.4,NaN,NaN,NaN,18304,53.72
899,1,26139,10629,-1283.2,NaN,NaN,NaN,12888,53.249
900,1,26140,10619,-1281.9,NaN,NaN,NaN,13192,53.334
901,1,26147,10632,-1277.8,NaN,NaN,NaN,14591,53.296
902,1,26140,10627,-1282.2,NaN,NaN,NaN,16313,53.266
903,1,26140,10626,-1282.9,NaN,NaN,NaN,20721,53.299
904,1,26125,10633,-1294.1,NaN,NaN,NaN,12586,53.27
905,1,26129,10615,-1292.1,NaN,NaN,NaN,14736,53.319
906,1,26135,10632,-1282.4,NaN,NaN,NaN,12809,53.254
907,1,26134,10629,-1279.2,NaN,NaN,NaN,15986,53.345
908,1,26132,10640,-1297.4,NaN,NaN,NaN,13461,53.272
909,1,26126,10630,-1286.9,NaN,NaN,NaN,18340,53.37
910,1,26143,10628,-1301.6,NaN,NaN,NaN,16588,53.336
911,1,26147,10627,-1275.1,NaN,NaN,NaN,14957,53.446
912,1,26138,10619,-1289.2,NaN,NaN,NaN,16201,53.347
913,1,26143,10625,-1292.2,NaN,NaN,NaN,13922,53.393
914,1,26137,10626,-1281.8,NaN,NaN,NaN,18602,53.369
915,1,26141,10629,-1285,NaN,NaN,NaN,18646,53.329
916,1,26127,10624,-1290.1,NaN,NaN,NaN,17562,53.42
917,1,26127,10623,-1291.9,NaN,NaN,NaN,13205,53.34
918,1,26131,10620,-1293.8,NaN,NaN,NaN,12519,53.303
919,1,26141,10626,-1283.8,NaN,NaN,NaN,18442,53.405
920,1,26142,10628,-1293.6,NaN,NaN,NaN,19252,53.405
921,1,26133,10625,-1285.1,NaN,NaN,NaN,19863,53.474
922,1,26124,10625,-1284.7,NaN,NaN,NaN,14796,53.423
923,1,26124,10640,-1287,NaN,NaN,NaN,16290,53.415
924,1,26142,10629,-1292.2,NaN,NaN,NaN,15908,53.385
925,1,26134,10628,-1272.4,NaN,NaN,NaN,14783,53.385
926,1,26140,10626,-1275.8,NaN,NaN,NaN,15476,53.417
927,1,26141,10612,-1289.8,NaN,NaN,NaN,15532,53.493
928,1,26130,10621,-1262.5,NaN,NaN,NaN,17205,53.511
929,1,26122,10621,-1275.4,NaN,NaN,NaN,20649,53.49
930,1,26132,10627,-1286.7,NaN,NaN,NaN,18183,53.481
931,1,26121,10622,-1290.6,NaN,NaN,NaN,16971,53.572
932,1,26126,10625,-1293.2,NaN,NaN,NaN,11656,53.46
933,1,26138,10635,-1270.3,NaN,NaN,NaN,19049,53.962
934,1,26143,10613,-1270.7,NaN,NaN,NaN,16688,53.53
935,1,26136,10636,-1279.3,NaN,NaN,NaN,13510,53.45
936,1,26127,10628,-1282.2,NaN,NaN,NaN,15986,53.582
937,1,26135,10634,-1276,NaN,NaN,NaN,11932,53.507
939,1,26128,10629,-1289.5,NaN,NaN,NaN,15353,53.481
940,1,26133,10627,-1261.4,NaN,NaN,NaN,16943,53.536
941,1,26130,10619,-1281.7,NaN,NaN,NaN,13389,53.546
942,1,26124,10615,-1274.1,NaN,NaN,NaN,17968,53.585
943,1,26125,10630,-1273.4,NaN,NaN,NaN,16254,53.52
944,1,26129,10630,-1278.4,NaN,NaN,NaN,17401,53.571
945,1,26128,10633,-1285.1,NaN,NaN,NaN,15373,53.588
946,1,26138,10625,-1282.3,NaN,NaN,NaN,19456,53.635
947,1,26132,10626,-1282.1,NaN,NaN,NaN,18536,53.567
948,1,26143,10635,-1284.8,NaN,NaN,NaN,18008,53.523
949,1,26149,10619,-1289.7,NaN,NaN,NaN,20825,53.526
950,1,26118,10633,-1259.9,NaN,NaN,NaN,16597,53.572
951,1,26141,10630,-1270.6,NaN,NaN,NaN,21327,53.53
952,1,26138,10635,-1270.6,NaN,NaN,NaN,11859,53.534
953,1,26146,10629,-1275.1,NaN,NaN,NaN,16999,53.494
954,1,26126,10625,-1280.1,NaN,NaN,NaN,13357,53.507
955,1,26134,10638,-1293.1,NaN,NaN,NaN,16307,53.547
956,1,26133,10625,-1291.4,NaN,NaN,NaN,16160,53.567
957,1,26141,10634,-1275.4,NaN,NaN,NaN,19627,53.524
958,1,26131,10637,-1293.5,NaN,NaN,NaN,16898,53.539
959,1,26125,10619,-1278.2,NaN,NaN,NaN,14455,53.514
960,1,26132,10624,-1281.5,NaN,NaN,NaN,16534,53.52
961,1,26139,10635,-1285.8,NaN,NaN,NaN,17691,53.575
962,1,26137,10641,-1277.5,NaN,NaN,NaN,19417,53.682
963,1,26134,10619,-1276.1,NaN,NaN,NaN,15107,53.659
964,1,26145,10633,-1273,NaN,NaN,NaN,16330,53.598
965,1,26138,10631,-1274.5,NaN,NaN,NaN,15967,54.073
966,1,26136,10626,-1273.3,NaN,NaN,NaN,18319,53.622
967,1,26136,10621,-1292.1,NaN,NaN,NaN,16716,53.589
968,1,26128,10631,-1282.1,NaN,NaN,NaN,18105,53.654
969,1,26143,10630,-1278.3,NaN,NaN,NaN,15822,53.547
970,1,26150,10631,-1293.3,NaN,NaN,NaN,14162,53.559
971,1,26143,10631,-1278.5,NaN,NaN,NaN,16718,53.543
972,1,26147,10638,-1288.2,NaN,NaN,NaN,17344,53.682
973,1,26141,10629,-1295.8,NaN,NaN,NaN,13232,53.573
974,1,26143,10633,-1297.6,NaN,NaN,NaN,16492,53.571
975,1,26142,10624,-1300.1,NaN,NaN,NaN,17999,53.573
976,1,26142,10634,-1289.8,NaN,NaN,NaN,15385,53.564
977,1,26149,10637,-1291.3,NaN,NaN,NaN,19735,53.559
978,1,26124,10620,-1298.5,NaN,NaN,NaN,17073,53.543
979,1,26139,10622,-1301.2,NaN,NaN,NaN,18171,53.514
980,1,26140,10623,-1306.8,NaN,NaN,NaN,17894,53.558
981,1,26140,10636,-1304.3,NaN,NaN,NaN,16003,53.555
982,1,26141,10624,-1300.4,NaN,NaN,NaN,16005,53.56
983,1,26143,10630,-1296.2,NaN,NaN,NaN,15449,53.566
984,1,26139,10628,-1293,NaN,NaN,NaN,25489,53.546
985,1,26148,10627,-1304.8,NaN,NaN,NaN,15542,53.534
986,1,26158,10628,-1296.3,NaN,NaN,NaN,20730,53.568
987,1,26140,10632,-1303.2,NaN,NaN,NaN,12486,53.532
988,1,26132,10625,-1300.6,NaN,NaN,NaN,15462,53.542
991,1,26144,10628,-1305.9,NaN,NaN,NaN,12966,53.531
993,1,26136,10626,-1300.5,NaN,NaN,NaN,15357,53.514
994,1,26159,10628,-1310,NaN,NaN,NaN,15701,53.534
995,1,26140,10643,-1311.4,NaN,NaN,NaN,19734,53.565
996,1,26132,10627,-1303.5,NaN,NaN,NaN,19104,53.543
997,1,26137,10620,-1300.9,NaN,NaN,NaN,15824,53.566
998,1,26144,10627,-1308.9,NaN,NaN,NaN,11846,53.586
999,1,26138,10638,-1307.8,NaN,NaN,NaN,16136,53.585
1002,1,26139,10631,-1308.8,NaN,NaN,NaN,20417,53.509
1003,1,26156,10632,-1309.6,NaN,NaN,NaN,20520,53.541
1004,1,26147,10623,-1311,NaN,NaN,NaN,12518,53.484
1005,1,26137,10628,-1308.3,NaN,NaN,NaN,16001,53.485
1006,1,26143,10627,-1306.9,NaN,NaN,NaN,18830,53.482
1007,1,26152,10632,-1306.1,NaN,NaN,NaN,15049,53.393
1008,1,26132,10623,-1309.6,NaN,NaN,NaN,17348,53.423
1009,1,26155,10624,-1307.1,NaN,NaN,NaN,20501,53.537
1011,1,26149,10629,-1309.4,NaN,NaN,NaN,15388,53.573
1012,1,26141,10631,-1311.6,NaN,NaN,NaN,17091,53.457
1015,1,26143,10626,-1311.6,NaN,NaN,NaN,13356,53.443
1016,1,26140,10628,-1308,NaN,NaN,NaN,15673,53.509
1017,1,26139,10632,-1309.1,NaN,NaN,NaN,17345,53.498
1018,1,26143,10611,-1309.5,NaN,NaN,NaN,17413,53.536
1020,1,26142,10622,-1311.3,NaN,NaN,NaN,16120,53.434
1021,1,26142,10618,-1308.6,NaN,NaN,NaN,17477,53.413
1022,1,26142,10630,-1307.9,NaN,NaN,NaN,15543,53.424
1023,1,26139,10626,-1310.1,NaN,NaN,NaN,16155,53.391
1024,1,26139,10625,-1309.4,NaN,NaN,NaN,14941,53.455
1025,1,26148,10643,-1304.1,NaN,NaN,NaN,17232,53.435
1026,1,26151,10630,-1309.9,NaN,NaN,NaN,13931,53.568
1027,1,26139,10624,-1310.4,NaN,NaN,NaN,18093,53.466
1028,1,26133,10621,-1301.9,NaN,NaN,NaN,15101,53.498
1029,1,26148,10623,-1309.2,NaN,NaN,NaN,17603,53.361
1030,1,26144,10637,-1311.5,NaN,NaN,NaN,16121,53.438
1031,1,26147,10626,-1309.1,NaN,NaN,NaN,12087,53.432
1032,2,26133,10631,-1308,NaN,NaN,NaN,18662,53.429
1033,1,26146,10625,-1308.1,NaN,NaN,NaN,17375,53.474
1034,1,26151,10633,-1298.3,NaN,NaN,NaN,13550,53.43
1035,1,26155,10630,-1308.2,NaN,NaN,NaN,12369,53.4
1036,1,26145,10628,-1309.5,NaN,NaN,NaN,16226,53.416
1037,1,26143,10632,-1309.4,NaN,NaN,NaN,20888,53.531
1038,1,26141,10622,-1307.6,NaN,NaN,NaN,16995,53.39
1039,1,26159,10630,-1308.2,NaN,NaN,NaN,15125,53.388
1040,1,26152,10629,-1307,NaN,NaN,NaN,13369,53.38
1041,1,26149,10632,-1308.2,NaN,NaN,NaN,18630,53.359
1042,1,26133,10628,-1309.5,NaN,NaN,NaN,16303,53.374
1043,1,26149,10625,-1306.9,NaN,NaN,NaN,12593,53.345
1044,1,26129,10630,-1309.5,NaN,NaN,NaN,11625,53.38
1045,1,26140,10628,-1306.7,NaN,NaN,NaN,16229,53.327
1046,1,26143,10633,-1310.4,NaN,NaN,NaN,13118,53.354
1047,1,26151,10615,-1308,NaN,NaN,NaN,14382,53.419
1048,1,26159,10633,-1310.4,NaN,NaN,NaN,17488,53.44
1049,1,26154,10628,-1308.7,NaN,NaN,NaN,18193,53.346
1050,1,26138,10625,-1306.6,NaN,NaN,NaN,13982,53.329
1051,1,26150,10621,-1311.6,NaN,NaN,NaN,17167,53.393
1052,1,26143,10629,-1311,NaN,NaN,NaN,14306,53.377
1054,1,26135,10628,-1307.2,NaN,NaN,NaN,15936,53.381
1056,1,26157,10636,-1308.2,NaN,NaN,NaN,16904,53.407
1057,1,26152,10628,-1310.5,NaN,NaN,NaN,14705,53.365
1058,1,26148,10628,-1308.6,NaN,NaN,NaN,17647,53.351
1059,1,26155,10631,-1310.9,NaN,NaN,NaN,16539,53.348
1060,1,26139,10625,-1310.5,NaN,NaN,NaN,16431,53.358
1061,1,26151,10637,-1310.3,NaN,NaN,NaN,14528,53.312
1062,1,26135,10623,-1311,NaN,NaN,NaN,17186,53.344
1063,1,26137,10635,-1310.5,NaN,NaN,NaN,20301,53.4
1064,1,26140,10635,-1308.4,NaN,NaN,NaN,18014,53.403
1065,1,26138,10628,-1309.4,NaN,NaN,NaN,15595,53.354
1066,1,26135,10633,-1306.9,NaN,NaN,NaN,14016,53.328
1067,1,26130,10629,-1306.8,NaN,NaN,NaN,14821,53.459
1068,1,26137,10627,-1308.8,NaN,NaN,NaN,18530,53.434
1069,1,26146,10618,-1307.2,NaN,NaN,NaN,17754,53.406
1070,1,26143,10631,-1307.5,NaN,NaN,NaN,18016,53.441
1071,1,26146,10627,-1307,NaN,NaN,NaN,19524,53.375
1072,1,26146,10636,-1308.1,NaN,NaN,NaN,17215,53.39
1073,1,26147,10627,-1305.5,NaN,NaN,NaN,17453,53.344
1074,1,26140,10623,-1310.5,NaN,NaN,NaN,16013,53.263
1075,1,26150,10629,-1307.7,NaN,NaN,NaN,14906,53.381
1076,1,26131,10622,-1303.3,NaN,NaN,NaN,15306,53.373
1077,1,26135,10638,-1309.1,NaN,NaN,NaN,15745,53.333
1078,1,26144,10630,-1308,NaN,NaN,NaN,12731,53.328
1079,1,26137,10626,-1297.8,NaN,NaN,NaN,15658,53.353
1080,1,26133,10620,-1306.8,NaN,NaN,NaN,13256,53.378
1081,1,26145,10627,-1306.7,NaN,NaN,NaN,17235,53.372
1082,1,26138,10639,-1299.7,NaN,NaN,NaN,17372,53.391
1084,1,26138,10628,-1309.8,NaN,NaN,NaN,13642,53.405
1085,1,26147,10632,-1305,NaN,NaN,NaN,13596,53.316
1086,1,26142,10633,-1310.9,NaN,NaN,NaN,19143,53.406
1087,1,26132,10620,-1305.9,NaN,NaN,NaN,19829,53.384
1088,1,26144,10631,-1301.3,NaN,NaN,NaN,21998,53.364
1089,1,26141,10634,-1306.9,NaN,NaN,NaN,13976,53.363
1090,1,26149,10633,-1309.8,NaN,NaN,NaN,13771,53.337
1091,1,26147,10639,-1304.2,NaN,NaN,NaN,20045,53.447
1092,1,26142,10630,-1307.6,NaN,NaN,NaN,19704,53.44
1093,1,26142,10635,-1310.2,NaN,NaN,NaN,18700,53.444
1094,1,26137,10626,-1306.3,NaN,NaN,NaN,16098,53.386
1096,1,26147,10632,-1311.2,NaN,NaN,NaN,14655,53.321
1098,1,26153,10631,-1310,NaN,NaN,NaN,17366,53.409
1099,1,26148,10633,-1308.9,NaN,NaN,NaN,14550,53.372
1100,1,26142,10637,-1305.7,NaN,NaN,NaN,13129,53.467
1101,1,26135,10631,-1305.5,NaN,NaN,NaN,13603,53.423
1102,1,26139,10638,-1308.2,NaN,NaN,NaN,15970,53.481
1103,1,26145,10631,-1306.9,NaN,NaN,NaN,14364,53.485
1104,1,26145,10628,-1308.1,NaN,NaN,NaN,17489,53.475
1105,1,26133,10633,-1299,NaN,NaN,NaN,16655,53.477
1106,1,26140,10631,-1297.2,NaN,NaN,NaN,20168,53.492
1107,1,26144,10624,-1304.5,NaN,NaN,NaN,17252,53.566
1108,1,26132,10638,-1310.6,NaN,NaN,NaN,16528,53.487
1109,1,26141,10639,-1305.1,NaN,NaN,NaN,13733,53.467
1110,1,26137,10625,-1305.6,NaN,NaN,NaN,13003,53.526
1113,1,26135,10626,-1300.2,NaN,NaN,NaN,17542,53.512
1114,1,26147,10625,-1307,NaN,NaN,NaN,11919,53.524
1115,1,26146,10628,-1301.7,NaN,NaN,NaN,15716,53.523
1116,1,26135,10633,-1307.4,NaN,NaN,NaN,17175,53.516
1117,1,26143,10626,-1309.3,NaN,NaN,NaN,15219,53.561
1118,1,26131,10632,-1309.6,NaN,NaN,NaN,12129,53.481
1119,1,26144,10626,-1305.6,NaN,NaN,NaN,12555,53.447
1120,1,26137,10628,-1306.9,NaN,NaN,NaN,14135,53.545
1121,1,26144,10619,-1302.2,NaN,NaN,NaN,17431,53.525
1122,1,26150,10633,-1309,NaN,NaN,NaN,13170,53.51
1123,1,26153,10637,-1310.4,NaN,NaN,NaN,16685,53.569
1124,1,26127,10626,-1308.5,NaN,NaN,NaN,16198,53.532
1125,1,26142,10640,-1309,NaN,NaN,NaN,16722,53.541
1127,1,26142,10633,-1306.9,NaN,NaN,NaN,15175,53.573
1129,1,26130,10633,-1306.3,NaN,NaN,NaN,14880,53.477
1130,1,26141,10619,-1304,NaN,NaN,NaN,17501,53.49
1131,1,26146,10626,-1308.1,NaN,NaN,NaN,17236,53.48
1132,1,26134,10618,-1303.5,NaN,NaN,NaN,15908,53.524
1133,1,26129,10628,-1308.4,NaN,NaN,NaN,16434,53.538
1134,1,26145,10634,-1307.6,NaN,NaN,NaN,19713,53.567
1135,1,26141,10634,-1308.9,NaN,NaN,NaN,15229,53.497
1136,1,26139,10626,-1304.9,NaN,NaN,NaN,12393,53.53
1137,1,26135,10624,-1308.8,NaN,NaN,NaN,17481,53.53
1138,1,26149,10631,-1305.1,NaN,NaN,NaN,21386,53.543
1139,1,26148,10636,-1303.5,NaN,NaN,NaN,17551,53.501
1140,1,26132,10636,-1308.1,NaN,NaN,NaN,17194,53.49
1141,1,26141,10636,-1310.9,NaN,NaN,NaN,20800,53.538
1142,1,26130,10635,-1309.3,NaN,NaN,NaN,19641,53.552
1143,1,26135,10625,-1306,NaN,NaN,NaN,19545,53.52
1144,1,26142,10629,-1298.7,NaN,NaN,NaN,18852,53.623
1145,1,26136,10633,-1303.9,NaN,NaN,NaN,17761,53.481
1146,1,26156,10630,-1308.6,NaN,NaN,NaN,19142,53.558
1147,1,26143,10634,-1306.7,NaN,NaN,NaN,17702,53.487
1148,1,26143,10620,-1302.7,NaN,NaN,NaN,23857,53.617
1149,1,26136,10633,-1309.7,NaN,NaN,NaN,20181,53.539
1150,1,26149,10634,-1305.9,NaN,NaN,NaN,18811,53.549
1151,1,26130,10629,-1306.8,NaN,NaN,NaN,21004,53.494
1152,1,26137,10631,-1303.6,NaN,NaN,NaN,16618,53.517
1153,1,26134,10636,-1301.9,NaN,NaN,NaN,18771,53.521
1154,1,26140,10627,-1304,NaN,NaN,NaN,20288,53.529
1155,1,26129,10621,-1301.5,NaN,NaN,NaN,15810,53.523
1156,1,26140,10629,-1299.1,NaN,NaN,NaN,16726,53.479
1157,1,26150,10632,-1304,NaN,NaN,NaN,22367,53.535
1158,1,26135,10625,-1307.3,NaN,NaN,NaN,20206,53.542
1159,1,26142,10627,-1300.2,NaN,NaN,NaN,18092,53.414
1160,1,26150,10633,-1307.4,NaN,NaN,NaN,16914,53.468
1161,1,26134,10630,-1297.1,NaN,NaN,NaN,14377,53.44
1162,1,26130,10622,-1308.7,NaN,NaN,NaN,14000,53.416
1163,1,26140,10615,-1304.1,NaN,NaN,NaN,15588,53.444
1164,1,26140,10627,-1306.3,NaN,NaN,NaN,15770,53.519
1165,1,26132,10631,-1303.5,NaN,NaN,NaN,17249,53.548
1166,1,26142,10623,-1299.4,NaN,NaN,NaN,16065,53.521
1167,1,26139,10628,-1304.2,NaN,NaN,NaN,19323,53.444
1168,1,26150,10634,-1304.1,NaN,NaN,NaN,17218,53.454
1169,1,26142,10631,-1303.2,NaN,NaN,NaN,19739,53.486
1170,1,26135,10618,-1304.3,NaN,NaN,NaN,17640,53.4
1171,1,26133,10623,-1302.6,NaN,NaN,NaN,16368,53.451
1172,1,26144,10633,-1305.8,NaN,NaN,NaN,16380,53.492
1173,1,26137,10640,-1309.7,NaN,NaN,NaN,19624,53.488
1174,1,26134,10639,-1306.9,NaN,NaN,NaN,15326,53.547
1175,1,26139,10628,-1301.1,NaN,NaN,NaN,19021,53.47
1176,1,26144,10627,-1302.9,NaN,NaN,NaN,16967,53.448
1177,1,26135,10637,-1300.4,NaN,NaN,NaN,17699,53.472
1178,1,26146,10626,-1299.5,NaN,NaN,NaN,15248,53.453
1180,1,26142,10637,-1302.4,NaN,NaN,NaN,15287,53.47
1181,1,26143,10631,-1300.9,NaN,NaN,NaN,15056,53.42
1182,1,26131,10623,-1300.3,NaN,NaN,NaN,14185,53.477
1183,1,26142,10624,-1297.6,NaN,NaN,NaN,14790,53.479
1184,1,26132,10621,-1297.8,NaN,NaN,NaN,17132,53.477
1185,1,26130,10627,-1293.8,NaN,NaN,NaN,17770,53.535
1186,1,26142,10632,-1304.7,NaN,NaN,NaN,19176,53.481
1187,1,26151,10622,-1297.9,NaN,NaN,NaN,13418,53.427
1188,1,26133,10623,-1298,NaN,NaN,NaN,13777,53.425
1189,1,26144,10628,-1308.2,NaN,NaN,NaN,16805,53.454
1190,1,26142,10635,-1289.5,NaN,NaN,NaN,12637,53.427
1191,1,26129,10627,-1296.7,NaN,NaN,NaN,16433,53.405
1192,1,26140,10627,-1297.1,NaN,NaN,NaN,15460,53.423
1193,1,26131,10634,-1292.3,NaN,NaN,NaN,14385,53.457
1194,1,26141,10628,-1302,NaN,NaN,NaN,13085,53.451
1195,1,26142,10631,-1289.5,NaN,NaN,NaN,17255,53.411
1196,1,26133,10622,-1297.5,NaN,NaN,NaN,13036,53.438
1197,1,26126,10623,-1297,NaN,NaN,NaN,17086,53.41
1198,1,26133,10630,-1303.8,NaN,NaN,NaN,16846,53.378
1199,1,26133,10625,-1302.2,NaN,NaN,NaN,17010,53.408
1200,1,26127,10628,-1302.3,NaN,NaN,NaN,16666,53.389
1201,1,26127,10622,-1304.9,NaN,NaN,NaN,19211,53.406
1202,1,26137,10635,-1301.5,NaN,NaN,NaN,18039,53.368
1203,1,26129,10631,-1302.2,NaN,NaN,NaN,14356,53.329
1204,1,26137,10628,-1303.6,NaN,NaN,NaN,13952,53.404
1206,1,26131,10622,-1299.3,NaN,NaN,NaN,15392,53.258
1207,1,26122,10622,-1294.7,NaN,NaN,NaN,11921,53.342
1208,1,26138,10612,-1291.3,NaN,NaN,NaN,13300,53.343
1209,1,26132,10633,-1304.2,NaN,NaN,NaN,11946,53.372
1210,1,26134,10635,-1300.9,NaN,NaN,NaN,18421,53.257
1212,1,26142,10626,-1296.4,NaN,NaN,NaN,14054,53.188
1213,1,26143,10633,-1299.7,NaN,NaN,NaN,16060,53.201
1214,1,26130,10624,-1300.4,NaN,NaN,NaN,15466,53.336
1215,1,26139,10624,-1305.2,NaN,NaN,NaN,16289,53.211
1216,1,26128,10627,-1296.5,NaN,NaN,NaN,16773,53.224
1217,1,26137,10624,-1283.3,NaN,NaN,NaN,16155,53.249
1218,1,26136,10632,-1302,NaN,NaN,NaN,16779,53.332
1219,1,26141,10634,-1301.2,NaN,NaN,NaN,14568,53.211
1220,1,26142,10632,-1302.8,NaN,NaN,NaN,13591,53.292
1221,1,26118,10635,-1303.9,NaN,NaN,NaN,13487,53.276
1222,1,26135,10638,-1300.3,NaN,NaN,NaN,16299,53.296
1223,1,26139,10635,-1306.1,NaN,NaN,NaN,14248,53.282
1225,1,26144,10621,-1297.6,NaN,NaN,NaN,13485,53.313
1226,1,26132,10640,-1293.6,NaN,NaN,NaN,15009,53.284
1227,1,26141,10642,-1299.9,NaN,NaN,NaN,17679,53.277
1228,1,26137,10632,-1301.1,NaN,NaN,NaN,20033,53.337
1229,1,26134,10633,-1302.3,NaN,NaN,NaN,16504,53.3
1230,1,26127,10628,-1298.8,NaN,NaN,NaN,20465,53.333
1231,1,26140,10637,-1306.5,NaN,NaN,NaN,21933,53.378
