frames,xnm,ynm,znm,locprec,photons,background,locprecZ,probe
1,13737.51,30390.17,2175.3155,62.38863,1347.486,93.1998,97.88042,0
1,15756.12,30419.34,2248.3611,44.70133,1487.679,96.29751,74.59628,0
1,19317.74,30384.29,190.169,42.11349,9085.048,96.14274,36.52077,0
1,20315.55,30411.64,2005.1785,19.60961,7931.879,101.9057,44.16491,0
1,22718.49,30487.74,2216.7973,43.90272,2786.312,95.72332,77.47497,0
1,25487.39,30472.34,1063.1047,16.55945,5355.792,85.42482,47.62206,0
1,28347.75,30580.43,371.3967,50.29699,1135.823,65.33769,108.9614,0
1,1002.2441,30776.83,1975.9239,50.07736,2554.689,113.0454,129.3077,0
1,20051.61,30756.29,1856.6469,64.39841,2358.006,108.9558,185.2511,0
1,20503.03,30699.72,1079.8409,47.63391,2496.716,96.31857,107.3493,0
1,22826.42,30716.53,2059.781,50.45862,2435.907,91.83418,114.3063,0
1,16964,30870.07,528.8803,52.81261,1101.982,93.21206,104.3996,0
1,22354.44,30951.45,1908.2352,18.38589,5817.947,94.06332,40.97897,0
1,24632.68,30898.38,768.5535,18.98215,3558.143,84.37136,32.78631,0
1,412.6779,31033.07,363.555,66.93617,3124.012,108.499,140.2213,0
1,12994.04,31068.61,1733.3145,49.58226,733.9025,89.62236,96.23376,0
1,22011.38,31217.57,1276.37755,12.67952,5811.935,91.27808,24.25067,0
1,18186.19,31362.34,1962.441,58.16185,1956.947,92.9624,117.4188,0
1,18856.67,31452,856.7739,22.57228,3521.16,95.00761,46.46095,0
1,33058.7,31386.35,2075.8601,54.90357,1230.319,62.5837,95.43291,0
1,157.29596,31480.38,1721.5745,63.42273,2540.86,104.2515,186.3697,0
1,19785.81,31698.71,786.4658,46.17712,2015.283,92.12038,118.2346,0
1,27278.07,31824.09,1865.7486,26.85252,1840.968,71.96987,42.64982,0
1,28038.78,31865.58,401.2335,53.12529,1217.27,66.83548,103.2033,0
1,31992.28,31794.36,1276.26857,16.32486,2691.89,71.72076,29.91813,0
1,32948.54,31840.27,846.4953,43.689,921.6097,68.7438,111.4293,0
1,415.8861,31977.86,275.9211,52.91505,3423.065,98.41763,103.8822,0
1,18174.21,31991.63,443.1162,57.71069,1712.338,87.43763,168.1997,0
1,36083.26,32032.61,1885.7096,35.95999,1177.066,63.4094,70.06376,0
1,2783.273,32345.19,528.0605,67.25924,1219.643,92.40186,143.2966,0
1,20180.94,32318.17,1963.9984,44.85465,1725.791,89.60849,130.3855,0
1,33406.39,32515.66,618.3773,59.95973,925.7247,74.14891,101.0563,0
1,34139.29,32545.95,2222.0421,47.72805,1000.666,71.5674,76.50464,0
1,756.0454,32680.52,411.9278,47.87355,2477.968,78.26083,118.0842,0
1,2632.297,32600.26,2078.6769,57.77246,1648.477,89.85374,475.8976,0
1,17664.41,32628.08,2088.4323,57.8446,1421.005,87.85744,154.6263,0
1,20437.49,32813.89,309.3899,42.33914,1993.216,84.22496,85.80061,0
1,1398.735,32908.09,399.2804,50.03977,1975.972,80.25243,117.4873,0
1,3436.562,32975.57,604.2514,60.44911,1238.074,85.6424,133.3463,0
1,23662.6,33125.99,386.9806,71.1684,984.4117,78.81664,210.7663,0
1,34777.47,33284.45,546.5261,50.70844,1133.46,73.8953,132.6166,0
1,1596.882,33477.09,400.6305,49.03822,2191.64,73.95625,127.1174,0
1,20990.36,33765.23,1869.3181,62.18269,852.733,80.05322,170.9573,0
1,21727.05,33709.27,2188.0734,43.17351,1760.314,80.04436,77.59756,0
1,15642.02,33946.53,1417.1525,45.86968,704.8321,81.53215,102.2453,0
1,25743.42,33928.57,406.63,36.47577,1233.31,76.01726,84.52242,0
1,34495.54,34058.6,489.5151,52.40246,1025.376,79.93032,121.4542,0
1,1429.072,34265.54,330.9779,49.84657,2704.623,41.62245,103.0507,0
1,2013.104,34179.49,389.7548,64.48258,1568.708,55.49301,116.7633,0
1,35907.61,34204.1,1331.55307,32.07872,1143.842,71.78297,99.26247,0
1,30338,34604.53,2121.0325,51.94001,1288.892,82.83397,80.64931,0
1,15953.96,34698.75,590.336,50.26488,1078.956,78.71185,139.8445,0
1,1441.368,34822.18,458.4225,53.35559,2078.637,26.57558,129.8006,0
1,29503.84,34908.37,1750.6645,46.21485,952.9302,80.88118,115.431,0
1,31029.88,34846.89,343.5327,46.79884,1404.217,85.58035,91.54865,0
1,42535.84,35070.21,611.1303,49.37952,1732.29,58.32652,112.6959,0
1,1852.135,35213.55,326.2133,45.80096,2444.003,29.92619,87.72345,0
1,29574.47,35323.46,1941.3588,41.76667,1055.306,88.54535,91.53107,0
1,42944.4,35372.55,1718.6966,41.22659,1317.014,52.5998,73.88248,0
1,4386.035,35669.81,275.5393,60.28614,1729.634,67.74136,83.33093,0
1,15804.24,35672.22,1733.0359,58.07083,847.8568,76.03674,153.2623,0
1,2328.209,35809.14,322.8151,54.53014,2177.757,26.69524,101.3774,0
1,26184.43,36145.03,1677.4549,49.00246,813.9629,75.16875,122.163,0
1,29769.93,36129.56,443.8947,51.72857,1287.702,93.71469,110.6843,0
1,3255.735,36285.96,575.8205,58.15197,1625.688,38.37235,226.6843,0
1,5017.919,36283.07,749.7606,63.49017,953.6458,68.64928,198.7161,0
1,15349.62,36331.16,1620.7056,49.58213,767.1982,75.33736,116.7207,0
1,2462.779,36434.34,445.9069,47.97897,2495.992,22.74964,134.7003,0
1,16157.23,36447.16,312.6201,62.06985,1137.523,73.13107,79.42197,0
1,28082.8,36645.84,727.6005,51.1048,1304.966,91.16138,157.2458,0
1,30831.84,36580.47,262.1638,53.47916,1513.866,91.24589,85.61542,0
1,2827.361,36908.18,337.6859,57.87241,1662.615,21.35099,148.1942,0
1,26470.29,36943.29,500.793,53.68886,1269.699,80.95142,160.9722,0
1,41129.58,37033.14,522.6682,58.87765,1545.917,62.8941,288.1808,0
1,41502.69,37085.65,2182.9826,42.86056,1331.932,59.83871,84.06935,0
1,25057.27,37195,2187.8776,31.51482,1887.26,77.37067,65.82048,0
1,28900.33,37407.73,1094.1524,44.27518,2761.188,97.45585,637.0757,0
1,38226.86,37388.7,2244.0669,41.24549,1226.908,73.61597,57.65105,0
1,17420.64,37585.05,1381.6238,40.85841,714.3043,66.10938,126.701,0
1,27976.51,37576.2,2215.7802,38.40836,3243.933,102.9581,56.71924,0
1,4033.65,37710.52,496.9036,50.5159,1825.17,33.18402,145.6573,0
1,4669.894,37687.94,379.9154,54.32001,1560.595,46.60619,105.8174,0
1,27308.8,37731.06,1980.3521,28.68254,3490.06,102.3038,66.56239,0
1,3147.772,37873.66,656.2948,44.87363,1464.858,17.74068,98.52438,0
1,28393.18,37933.06,1193.21719,47.58186,1193.75,100.8244,85.23096,0
1,26819.75,38039.66,415.6535,48.40159,3069.362,99.49744,205.6647,0
1,3641.11,38198.17,362.8651,46.30297,1743.753,19.79855,109.605,0
1,5487.427,38488.94,322.5461,62.30312,1451.887,45.52235,94.10931,0
1,38157.8,38531.39,357.5242,52.79754,1031.421,77.87135,102.9376,0
1,4062.895,38635.31,420.1606,55.59467,1605.287,19.55433,127.5355,0
1,30257.61,38815.32,1020.0445,46.22059,1148.865,102.2856,99.97168,0
1,25268.17,39044.97,676.6513,29.34702,5357.685,88.47419,72.34825,0
1,26012.14,38965.75,1622.4712,23.65021,6612.619,79.10022,48.86756,0
1,28866.76,39019.6,431.9959,59.50903,1758.585,102.3738,99.45482,0
1,38352.02,39065.74,2102.9018,43.25492,1135.463,77.79662,92.8901,0
1,4227.329,39326.71,534.0479,45.02693,1902.16,17.43107,94.26659,0
1,25668.38,39418.71,1905.004,19.18778,12895.12,74.41797,58.88836,0
1,4846.187,39505.3,297.4511,40.09012,2432.571,21.06484,97.91074,0
1,6960.643,39499.01,2229.0601,46.8843,1760.612,52.76507,66.45554,0
1,25053.44,39486.59,2214.7016,51.81667,8853.896,85.338,84.1897,0
1,25669.15,39415.71,1896.9954,17.58097,14528.52,88.14323,52.72186,0
1,30590.6,39478.82,723.1486,40.30356,1543.246,99.47724,84.29372,0
1,35142.4,39501,2221.8546,50.908,1073.069,83.03272,58.04745,0
1,26307.97,39691.04,310.4273,47.85215,3670.542,95.48961,94.32112,0
1,7483.249,39827.76,1251.8102345,48.83724,950.6375,49.53566,139.0974,0
1,29456.72,39786.57,992.9295,53.0848,1102.6,102.6881,97.18959,0
1,6883.365,40084.26,492.2541,64.52715,1208.832,36.73998,149.1531,0
1,25080.5,40045.71,1815.8307,33.18818,4141.12,83.91777,92.10425,0
1,30097.26,40138.32,2220.0171,53.91196,1558.383,102.532,70.89756,0
1,41254.93,40099.96,998.4914,45.821,855.9619,62.62792,90.05362,0
1,4870.406,40229.94,508.5527,58.12072,1333.579,13.80599,106.6502,0
1,5342.859,40393.28,333.0671,59.62354,1420.025,14.04031,108.9252,0
1,41209.61,40638.31,690.0189,65.82714,1413.38,63.69443,448.993,0
1,5625.438,40747.9,446.7118,57.58149,1490.178,14.9335,111.47,0
1,23799.15,40760.93,2163.1673,56.00099,2011.88,67.52621,91.47692,0
1,24442.52,40818.48,425.211,37.26712,2883.163,67.67584,199.0506,0
1,41711.42,40719.93,475.514,60.71998,1147.591,59.22502,107.8746,0
1,7022.606,40872.06,280.2912,57.97569,1191.8,26.21075,67.49739,0
1,29286.3,40942.21,1955.1762,63.54032,1506.879,104.4626,139.4725,0
1,39374.9,40946.74,1464.4503,47.86353,853.0859,77.09564,120.1305,0
1,40293.8,40895.51,2236.9278,42.6436,1938.93,68.8446,65.83975,0
1,8730.947,41061.75,2121.9801,41.377,1485.965,47.84671,109.2529,0
1,24183.86,41103.58,1202.64742,54.59453,2069.823,70.9921,216.8744,0
1,38494.49,41092.55,378.9705,56.62599,1176.636,77.66333,90.95862,0
1,23489.79,41418.84,1181.35747,58.3065,979.6611,68.24098,148.7118,0
1,24560.44,41418.6,1293.65267,43.27051,2438.55,71.08252,127.7728,0
1,26536.89,41414.3,2066.1336,34.29531,3400.448,93.96745,88.53853,0
1,26949.06,41414.98,2044.773,39.63028,3046.761,98.57149,139.1479,0
1,27726.87,41365.37,2173.6285,58.91276,2230.715,103.3945,143.842,0
1,24131.7,41560.37,2066.6782,66.84746,2530.194,74.1985,123.9147,0
1,29810.19,41560.66,2139.0581,67.10652,1474.167,94.21092,103.3855,0
1,14234.27,41740.46,1962.5179,53.43147,723.137,65.44221,113.5942,0
1,24440.27,41903.6,2011.0915,55.47248,2733.099,72.68987,219.5937,0
1,28843.94,41864.63,1064.1837,59.33133,1459.327,93.47881,248.8354,0
1,29136.78,41856.71,1635.4854,51.99359,1306.793,94.00152,130.0548,0
1,31032.39,41802.74,290.5141,42.66973,2586.656,93.22312,94.11759,0
1,43597.52,41897.22,2011.772,57.473,668.1035,45.36375,125.446,0
1,7378.771,41978.86,568.1068,56.87005,1128.263,15.9795,108.2705,0
1,9222.193,42040.86,858.6947,58.36266,960.4269,29.17769,137.6123,0
1,24910.43,42049.11,541.3242,41.84283,4272.274,68.19289,85.12109,0
1,42031.74,42077.39,401.0744,64.22614,952.4954,60.67494,93.37762,0
1,27302.05,42230.46,896.7842,40.5991,1528.74,95.72234,113.451,0
1,9618.176,42323.16,309.8117,71.85831,1113.752,29.5205,125.6342,0
1,8297.437,42472.66,305.8219,54.56919,1191.299,14.3298,99.96324,0
1,24316.15,42520.68,2030.6635,58.95693,3246.612,72.82944,211.1006,0
1,25090.36,42571.25,721.7035,35.76799,6565.134,66.89165,67.71059,0
1,26152.82,42528.36,1796.56,30.95369,5498.592,76.8756,62.0221,0
1,28032.69,42535.14,1952.7573,45.80185,2003.234,97.40245,101.9174,0
1,31358.96,42520.32,824.4356,40.40578,2870.714,83.56998,49.93396,0
1,41122.77,42543.76,2129.6026,45.93223,1396.418,68.26315,97.50059,0
1,25843.24,42627.88,1531.2555,29.44639,7566.928,76.9297,63.91725,0
1,11325.15,42830.05,316.8375,49.09903,1439.487,42.21557,91.0648,0
1,31664.05,42853.03,882.5074,36.91276,2444.813,81.10031,50.37979,0
1,32111.34,42834.99,556.1442,47.97748,1882.333,87.3792,82.45751,0
1,42633.02,42818.55,946.0866,48.68018,961.2049,47.81644,94.0386,0
1,8767.502,42933.03,450.3417,51.49419,1183.301,14.48005,110.3976,0
1,23670.7,43017.09,917.0007,46.67164,1722.691,70.29296,172.8537,0
1,41242.2,42981.01,239.686,59.16289,1588.621,62.76415,69.82368,0
1,10511.66,43134.76,380.1062,59.95647,1464.846,25.89824,126.8853,0
1,12345.19,43148.89,391.5124,56.88979,1165.246,45.82827,143.7825,0
1,25269.22,43093.73,166.533,27.35191,11837.24,78.14075,78.18314,0
1,25664.35,43081.49,1871.2307,24.08271,10212.67,88.75522,50.83919,0
1,26518.91,43109.51,47.1969999999999,37.53429,5769.47,92.96057,30.46441,0
1,40898.33,43297.04,1063.4706,52.7278,921.7649,63.11452,109.3468,0
1,9575.358,43421.31,440.6375,54.7156,1261.25,14.8868,92.17052,0
1,11751.17,43405.65,157.872,62.63204,1505.213,37.61602,60.14404,0
1,25041.06,43449.38,1996.0999,30.92274,5988.371,85.96706,76.83566,0
1,27792.49,43526.16,827.4506,29.50654,3033.547,99.62013,67.0243,0
1,32583.63,43504.82,1759.2376,51.99387,1346.188,82.07576,127.8786,0
1,41498.39,43467.69,2081.25,53.51681,1170.626,59.24593,105.2687,0
1,43571.74,43464.07,1847.7715,53.05371,608.1077,37.22908,129.6294,0
1,22443.36,43623.49,383.7924,56.27101,1111.709,65.90112,96.41803,0
1,23853.83,43651.76,867.2361,49.63686,1745.464,69.90961,123.4978,0
1,28192.66,43604.58,410.4063,61.1211,2138.948,95.92786,122.2103,0
1,30935.85,43687.38,2085.4878,28.65145,8467.446,77.24511,65.68357,0
1,31606.98,43831.57,2171.4228,46.07336,2502.516,84.91461,92.71233,0
1,10362.18,43893.75,333.1641,55.54889,1022.919,16.72371,80.59343,0
1,11144.43,43924.93,326.2068,50.62424,1434.908,23.47131,98.81639,0
1,24120.85,43958.24,727.0221,51.44781,1949.766,66.82635,93.7567,0
1,30307.78,43956.51,1779.6021,23.86365,13245.62,95.06465,57.98119,0
1,42957.99,43935.08,2150.1513,47.10095,1242.241,40.36647,94.20711,0
1,30644.63,44042.27,275.5128,46.03127,8397.407,101.1895,64.51017,0
1,37020.56,44134.36,894.9169,59.20334,732.1666,76.98875,108.8233,0
1,42532.37,44070.35,1815.2299,40.32994,1037.683,43.31416,63.68791,0
1,28348.87,44261.21,2153.6594,54.44467,1851.327,99.90071,110.8931,0
1,32652.71,44300.14,865.6737,43.16592,1576.465,82.20265,169.4857,0
1,11452.23,44381.14,439.0019,52.88256,1003.139,23.35345,97.19004,0
1,12226.49,44371.8,357.4281,50.21098,1089.045,34.74378,115.1733,0
1,24404.63,44447.43,479.5069,42.60119,3605.923,69.91632,106.4111,0
1,30827.34,44413.15,642.7393,45.18699,4179.925,86.12019,87.93898,0
1,30001.33,44563.84,1485.7388,29.23283,7558.162,95.17052,69.43917,0
1,32130.8,44597.86,1852.7712,60.17701,1895.526,87.44173,206.2713,0
1,36866.57,44539.5,379.0896,48.07805,1072.71,76.4387,228.9056,0
1,24942.08,44749.88,182.299,54.11776,4647.381,69.67439,52.99039,0
1,26308.71,44782.37,2112.7349,40.37288,4354.947,90.8878,84.23159,0
1,27044.14,44878.15,2079.0846,45.11979,2704.747,104.5267,82.04601,0
1,28409.82,44899.94,675.8467,37.31007,1683.387,104.0859,105.0117,0
1,29815.98,44881.48,1604.2842,45.75562,3499.763,96.14828,69.82742,0
1,31729.42,44973.8,1867.1059,31.66166,3259.284,83.99786,69.81878,0
1,24385.35,45082.64,1526.055,56.84644,2906.292,66.4677,165.6096,0
1,26054,45246.93,2228.3249,33.17442,8324.023,94.1951,67.90644,0
1,26092.3,45229.47,2213.2843,34.00065,7800.672,93.78785,67.3225,0
1,28689.01,45252.18,719.432,98.98332,2189.835,95.02759,598.4518,0
1,23988.5,45429.87,437.8903,41.17666,7102.591,74.97343,207.2773,0
1,24805.47,45431.28,185.479,39.33155,10871.82,79.26131,58.00145,0
1,25550.83,45401.15,2172.4771,36.12738,7686.281,90.4026,75.50262,0
1,31821.57,45431.98,2189.4231,44.35945,3917.905,77.12383,102.9647,0
2,35128.9732635898,4964.74715516356,314.828352540478,52.70069,1195.969,17.48285,108.2044,0
2,35903.6532635898,5334.59815516356,401.102952540478,46.61832,850.0729,18.74751,100.0561,0
2,35585.7132635898,5621.19815516356,796.547352540478,50.64248,594.0378,19.71492,117.5404,0
2,162.176113589814,8549.30315516356,1030.37865254048,59.93333,1455.275,80.28054,110.3735,0
2,20331.6332635898,8627.21615516356,1771.32285254048,53.40792,863.5292,50.41525,104.942,0
2,19583.8632635898,9002.91415516356,617.617552540478,60.02512,771.5875,55.31048,151.1581,0
2,161.439563589814,9295.55315516356,923.192952540478,70.005,1741.068,93.288,194.6312,0
2,603.053563589814,9766.8921551636,374.777152540478,68.24414,1356.096,94.11079,195.2415,0
2,10168.4132635898,9907.9621551636,887.127652540478,57.3909,688.6826,69.70292,122.1733,0
2,157.134383589814,10113.3521551636,1336.68008254048,64.45828,1492.469,98.68136,176.0514,0
2,20710.4432635898,10237.5421551636,239.27815254048,66.60062,1070.366,60.88201,78.07619,0
2,11384.5132635898,10425.0821551636,2017.97985254048,54.24681,908.2974,68.36977,144.1781,0
2,24768.6632635898,10935.5421551636,1629.05125254048,58.61314,740.0744,56.60232,137.6482,0
2,10930.9232635898,11048.1221551636,1861.13785254048,58.13585,896.8245,71.56784,155.7478,0
2,21441.5932635898,11039.1221551636,1078.57985254048,55.82469,637.5643,62.41179,94.37048,0
2,167.492313589814,11232.4621551636,409.130752540478,62.54186,1968.505,109.1135,124.4908,0
2,24952.9532635898,11236.8421551636,1425.68785254048,47.75439,1021.155,62.53243,167.9126,0
2,346.760763589814,11715.2521551636,1877.76715254048,57.86537,1457.01,112.9509,277.7384,0
2,723.733863589814,11731.9121551636,577.503852540478,69.45118,1458.82,109.6131,183.8355,0
2,27398.1332635898,11687.0121551636,232.61615254048,48.102,2392.47,56.12522,69.14553,0
2,1640.45226358981,11830.2121551636,2042.62265254048,63.30591,1197.944,105.8763,265.7625,0
2,21799.4932635898,11882.1321551636,887.210552540478,48.54527,802.3802,67.71414,83.46715,0
2,28609.8932635898,11998.5121551636,2219.12895254048,36.10274,2945.587,54.41894,83.16866,0
2,29474.3032635898,12043.7921551636,834.151752540478,48.56351,1222.872,50.04832,95.6758,0
2,28255.4932635898,12172.3421551636,1222.02935254048,30.99499,1580.435,56.76538,71.68646,0
2,171.536263589814,12328.8521551636,1116.51885254048,72.2803,1861.74,120.5285,233.5004,0
2,1505.63426358981,12296.9621551636,932.766752540478,71.33276,1438.519,111.4418,641.0602,0
2,2293.60426358981,12329.2321551636,593.077352540478,65.31739,1188.334,105.3777,216.9104,0
2,10175.8832635898,12355.0521551636,1246.85126154048,51.09859,781.3152,79.11607,131.8683,0
2,26009.8132635898,12293.5921551636,2239.40275254048,40.05524,2635.081,65.48798,59.54934,0
2,25949.2232635898,12591.6421551636,329.765352540478,68.19063,1506.789,67.29325,88.21272,0
2,26297.7232635898,12642.8921551636,1750.28845254048,45.64253,1909.561,66.38641,91.13673,0
2,29753.1732635898,12590.4221551636,710.475252540478,53.07854,1236.416,52.55716,145.7176,0
2,1816.36426358981,12801.2021551636,577.734052540478,88.43774,1451.118,113.1205,484.9523,0
2,11025.5132635898,12830.9221551636,2239.57145254048,54.12593,1382.249,76.96352,92.68311,0
2,14216.1732635898,12777.0321551636,569.210052540478,31.41609,1757.255,67.85047,49.92807,0
2,570.421763589814,12933.3021551636,488.820252540478,58.98039,1855.111,119.1471,205.7868,0
2,1370.63126358981,13114.2821551636,978.749352540478,66.26703,1276.399,118.363,225.2196,0
2,11561.9232635898,13059.7121551636,1016.74835254048,41.31176,1042.188,80.44359,80.95461,0
2,26356.6232635898,13101.7621551636,1376.64445254048,40.24356,1241.681,68.93322,107.5402,0
2,173.214713589814,13241.7321551636,1210.32320254048,72.02762,1958.067,126.5247,188.9347,0
2,15986.6832635898,13463.8521551636,1686.14735254048,9.064878,15274.29,68.70464,23.44734,0
2,17032.8832635898,13403.2821551636,2046.08195254048,55.33068,2210.803,67.48518,105.9488,0
2,18658.8132635898,13437.4121551636,342.697252540478,48.31733,2490.813,77.99807,104.1664,0
2,25689.1732635898,13361.8021551636,2190.37365254048,43.52142,2551.941,77.66795,104.4712,0
2,29968.8532635898,13436.8621551636,1551.70035254048,60.42442,1423.321,57.40162,262.6437,0
2,147.924053589814,13559.6521551636,920.970852540478,71.65633,1821.391,127.8932,190.8299,0
2,695.710863589814,13573.5921551636,2085.38395254048,61.21521,1624.838,125.091,134.2682,0
2,17998.9732635898,13613.3321551636,1238.91087254048,62.09127,1434.011,79.75916,238.8931,0
2,13433.0032635898,13709.7221551636,356.299852540478,59.08871,1151.224,74.92778,91.03248,0
2,17554.1332635898,13690.5321551636,2060.26005254048,20.04022,1150.358,74.58691,50.81159,0
2,19885.3032635898,13683.2621551636,1512.34475254048,16.15448,7685.131,83.60722,33.48495,0
2,20738.7932635898,13835.3721551636,1871.71615254048,27.16991,12481.56,67.28761,91.38933,0
2,26292.9832635898,13770.2621551636,1195.89022254048,38.32061,1614.901,76.81519,78.78818,0
2,20905.6232635898,13892.3121551636,911.987052540478,15.86363,15358.76,88.93265,141.0622,0
2,24049.9232635898,13963.4421551636,859.171052540478,28.89635,2121.387,77.80325,53.79551,0
2,25410.1332635898,13923.7321551636,980.954852540478,49.14822,1136.668,77.39123,88.23804,0
2,16442.0832635898,14023.0421551636,457.057152540478,44.5594,3224.975,74.74628,127.863,0
2,25854.3632635898,14041.7721551636,1756.15935254048,55.46079,1274.049,71.93265,99.63805,0
2,759.209963589814,14186.7321551636,220.25915254048,64.34591,2188.385,123.8665,108.0054,0
2,27425.2932635898,14398.1921551636,2240.27745254048,40.54556,1861.953,74.91983,70.88436,0
2,162.224853589814,14534.1021551636,1185.38232254048,70.98853,2101.019,128.0769,227.119,0
2,1002.17426358981,14519.0621551636,2161.63045254048,61.58898,1588.583,123.7636,99.25043,0
2,23838.1132635898,14569.3121551636,2215.20045254048,47.7526,2739.407,90.45759,77.7338,0
2,24213.0532635898,14489.5021551636,415.210452540478,54.01929,1477.35,79.61106,143.169,0
2,21456.5132635898,14653.3721551636,771.487852540478,43.08334,2593.349,90.90061,77.81593,0
2,22252.1432635898,14656.7021551636,2032.37565254048,34.36784,4229.092,83.87258,73.33009,0
2,22946.5232635898,14870.5021551636,728.611452540478,30.74937,4113.321,94.04103,41.51605,0
2,23375.4132635898,14843.5321551636,1467.87395254048,33.86756,2910.761,84.96497,62.75241,0
2,28081.0532635898,14873.4021551636,1113.08395254048,54.55667,1364.774,72.39068,145.0933,0
2,28324.5032635898,14969.2121551636,1829.66105254048,53.17694,1307.712,69.69347,231.8981,0
2,146.942773589814,15187.1621551636,1702.65905254048,74.85116,2059.738,132.2509,281.5869,0
2,27878.5932635898,15176.2421551636,1307.26325254048,49.08652,1001.445,73.8364,123.1248,0
2,10022.9232635898,15280.0621551636,1256.36328354048,23.56924,3323.836,94.18333,47.01877,0
2,21196.1332635898,15332.8221551636,337.744052540478,56.81712,2570.332,98.49173,97.6785,0
2,22746.2932635898,15315.8821551636,603.550652540478,15.75821,412.0578,94.10139,32.96164,0
2,359.327263589814,15516.7121551636,627.221052540478,80.66544,1833.458,125.3655,275.5002,0
2,11222.3432635898,15413.2621551636,2088.26275254048,31.88237,3193.274,88.5402,82.99526,0
2,19419.4232635898,15633.3821551636,845.696652540478,54.63724,1190.123,102.3968,111.458,0
2,20503.4532635898,15670.8321551636,2070.25445254048,50.81314,1995.116,101.0458,120.4021,0
2,170.862023589814,15816.5321551636,997.691152540478,58.45948,2377.624,127.7509,146.7711,0
2,17730.6432635898,15876.0921551636,2163.42415254048,16.36196,5350.273,94.36694,37.44185,0
2,20570.8632635898,15912.5921551636,546.190252540478,46.63428,3010.917,104.4727,267.4288,0
2,24929.3632635898,16311.5521551636,793.918352540478,59.98354,1206.643,90.47874,94.79903,0
2,10574.7432635898,16479.7221551636,1756.64905254048,38.636,2536.264,95.51765,82.55618,0
2,15544.5432635898,16431.5121551636,1231.46726254048,48.87387,1071.144,88.26297,84.67424,0
2,22102.2732635898,16396.0621551636,445.758652540478,53.99301,1826.783,104.1789,105.4053,0
2,163.723593589814,16615.7021551636,1387.55705254048,68.60635,1793.137,131.9973,337.4606,0
2,19588.4032635898,16648.3621551636,1010.61775254048,45.56522,903.8771,110.6097,106.3342,0
2,21482.2732635898,16578.5921551636,1206.73075254048,47.44973,1156.615,113.4786,103.3248,0
2,9861.47426358981,16752.0321551636,1573.15075254048,28.46677,4537.582,96.61123,54.35498,0
2,13506.3232635898,16768.4921551636,209.35215254048,59.1797,1254.674,82.60055,67.58611,0
2,174.779523589814,16920.9521551636,974.014852540478,85.42014,1717.215,132.3463,264.2283,0
2,10227.0732635898,16931.8921551636,1893.78805254048,17.65953,2153.192,91.4212,33.74418,0
2,24060.2732635898,16941.8521551636,2059.77395254048,61.86081,2301.256,97.02024,195.9104,0
2,24655.7432635898,16948.0621551636,534.156352540478,34.85297,3532.518,94.62289,86.18208,0
2,25925.8632635898,16882.9021551636,180.44815254048,47.617,3006.263,87.07127,43.65318,0
2,23661.1732635898,17043.9421551636,770.466552540478,81.41887,2162.587,99.15023,248.4129,0
2,978.364663589814,17223.4421551636,2047.41665254048,62.88242,1941.474,129.1533,308.2548,0
2,26320.7732635898,17220.3521551636,2054.84085254048,47.85651,2737.866,78.1741,146.5964,0
2,402.106263589814,17358.2921551636,348.230352540478,71.09224,1989.358,132.8249,155.5669,0
2,24282.3332635898,17557.6821551636,714.264952540478,54.8329,3025.78,103.0917,162.1711,0
2,25453.1932635898,17520.2521551636,468.387252540478,58.77911,2902.945,83.87247,127.6009,0
2,16299.4532635898,17674.5121551636,1741.73675254048,48.03618,1339.372,100.3002,101.4809,0
2,22759.7432635898,17746.4321551636,288.252252540478,29.50518,4801.071,114.7209,70.09616,0
2,26332.0432635898,17732.2321551636,1527.72245254048,42.62556,3186.723,82.32114,106.0327,0
2,579.245963589814,17859.8721551636,1564.54015254048,51.63486,1449.347,129.6564,221.3273,0
2,173.226943589814,18037.7821551636,428.945952540478,87.33213,2176.797,133.8319,133.3027,0
2,25997.0532635898,18033.7321551636,930.601952540478,31.3621,4897.352,89.22847,58.44,0
2,16506.3132635898,18236.6821551636,240.90915254048,55.7103,1849.532,103.4689,60.93182,0
2,21171.7232635898,18158.1421551636,399.242552540478,43.40747,3164.675,116.9294,93.27756,0
2,22884.7732635898,18206.5021551636,1509.29925254048,55.9538,1897.837,115.4064,155.0398,0
2,15951.5332635898,18412.5321551636,1542.06495254048,33.86882,1315.472,98.61852,62.05118,0
2,19273.9132635898,18340.1021551636,882.527652540478,60.41002,1125.748,114.5137,121.7675,0
2,23681.5632635898,18332.9621551636,1945.80155254048,55.08109,2270.483,115.6312,145.4541,0
2,26482.3732635898,18334.1321551636,527.527952540478,38.93752,4015.502,82.48273,64.32545,0
2,9584.73926358981,18455.6921551636,1222.16484254048,25.21664,2582.048,96.74028,44.34328,0
2,12449.9532635898,18528.1621551636,281.302752540478,42.06308,3971.849,94.72606,79.93901,0
2,21914.0832635898,18573.1821551636,1612.03625254048,31.28425,3211.367,120.5802,74.48669,0
2,24304.1132635898,18514.0421551636,1636.30785254048,61.60217,2731.695,112.4664,150.1506,0
2,26024.1532635898,18464.3721551636,1382.88765254048,61.31953,2576.849,91.57531,128.9275,0
2,399.071363589814,18665.1321551636,1684.94805254048,60.74433,1909.02,129.4661,176.9384,0
2,13499.9432635898,18821.2621551636,578.749452540478,45.97867,4314.319,100.6006,141.0259,0
